Datum,min,max
05/04/2008,-4.6,-2.2
06/04/2008,-3.9,-2.3
07/04/2008,-4.5,-0.7
08/04/2008,-8.6,-4.4
09/04/2008,-5.2,-1
10/04/2008,-6.9,-1.1
11/04/2008,-22.9,-1.7
12/04/2008,-8.7,-0.3
13/04/2008,-4.4,0
14/04/2008,-7,-1.9
15/04/2008,-18.9,5.1
16/04/2008,-0.5,5.8
17/04/2008,-2.6,8.1
18/04/2008,-4.7,8.4
19/04/2008,-6.8,3
20/04/2008,-10,3.7
21/04/2008,-9.5,4
22/04/2008,-9.5,5.5
23/04/2008,-2.6,5.9
24/04/2008,-2.7,5.3
25/04/2008,-2.7,2.8
26/04/2008,-6.1,5.9
27/04/2008,-2.5,9.8
28/04/2008,0.8,12
29/04/2008,2.4,14
30/04/2008,-1.6,17.4
01/05/2008,-2.9,17.6
02/05/2008,-1.6,13.4
03/05/2008,0,16.8
04/05/2008,-1.3,14.6
05/05/2008,2,6.2
06/05/2008,-5.6,2.5
07/05/2008,0.1,6.3
08/05/2008,-0.1,7.3
09/05/2008,0.2,13.2
10/05/2008,2.6,11.2
11/05/2008,-1.1,5.2
12/05/2008,-1.3,6.6
13/05/2008,-2,6.4
14/05/2008,-4.5,4.1
15/05/2008,-3,4.5
16/05/2008,-7.2,2.9
17/05/2008,-2.2,3.7
18/05/2008,-0.4,3.9
19/05/2008,0.1,3.6
20/05/2008,0.6,5.6
21/05/2008,-0.7,5.9
22/05/2008,-4.7,8.7
23/05/2008,-1.5,12.5
24/05/2008,-2.1,13.4
25/05/2008,2.3,14.1
26/05/2008,-1.8,9.5
27/05/2008,2,13.1
28/05/2008,5,15.7
29/05/2008,2.5,17.9
30/05/2008,-0.2,15.9
31/05/2008,-1.9,23.5
01/06/2008,10.1,19.9
02/06/2008,8.7,16
03/06/2008,-1.6,21
04/06/2008,1,23
05/06/2008,5.3,21.8
06/06/2008,5.7,17.2
07/06/2008,-2.9,17.5
08/06/2008,5.3,16.2
09/06/2008,3.3,9.5
10/06/2008,1.3,11.9
11/06/2008,1.8,8.6
12/06/2008,1.8,11
13/06/2008,5.5,12.7
14/06/2008,-1.5,17.7
15/06/2008,1.4,19.5
16/06/2008,8.4,13
17/06/2008,6.8,19.4
18/06/2008,4.1,19.1
19/06/2008,3.3,16.6
20/06/2008,5,19.1
21/06/2008,10.9,16.7
22/06/2008,8.6,14.7
23/06/2008,10.7,18.4
24/06/2008,10.2,16.2
25/06/2008,10.2,15.4
26/06/2008,8.2,11.9
27/06/2008,5.8,12.1
28/06/2008,6.1,17.3
29/06/2008,2.7,21
30/06/2008,3.2,19.1
01/07/2008,10.5,21.3
02/07/2008,8.3,23.5
03/07/2008,8.6,24.6
04/07/2008,11.3,23.5
05/07/2008,6.3,11.7
06/07/2008,5.9,15.1
07/07/2008,3.9,16.2
08/07/2008,4.3,17.5
09/07/2008,1.6,19.5
10/07/2008,8.3,16.7
11/07/2008,8.7,14.3
12/07/2008,8.3,18
13/07/2008,6.5,19.6
14/07/2008,9.7,21.1
15/07/2008,10.2,20.3
16/07/2008,12,17.7
17/07/2008,3.4,17.9
18/07/2008,10.8,19.9
19/07/2008,5.1,18.3
20/07/2008,4.1,22.4
21/07/2008,12.4,20.7
22/07/2008,14.7,18.8
23/07/2008,11.1,16.9
24/07/2008,9,21.2
25/07/2008,6.8,21.6
26/07/2008,6.5,19.7
27/07/2008,2.4,18.3
28/07/2008,8.4,17.6
29/07/2008,0.2,20
30/07/2008,6.8,24.1
31/07/2008,11,16.2
01/08/2008,-0.3,12.5
02/08/2008,1.2,13.3
03/08/2008,-1.7,12.9
04/08/2008,1.9,12.6
05/08/2008,-2.4,14
06/08/2008,6,16.1
07/08/2008,0.7,19
08/08/2008,1.8,14.9
09/08/2008,7.6,15.2
10/08/2008,-2.9,15.4
11/08/2008,-1.5,16.8
12/08/2008,11.3,17.6
13/08/2008,9.2,16.1
14/08/2008,11.3,16.9
15/08/2008,10,16.6
16/08/2008,0.3,17.9
17/08/2008,0.9,17.6
18/08/2008,0.4,17.4
19/08/2008,8.3,14.3
20/08/2008,7.5,13
21/08/2008,10.8,17
22/08/2008,1.5,18.2
23/08/2008,7.9,15.6
24/08/2008,8.6,13
25/08/2008,9.7,14
26/08/2008,8.1,12.6
27/08/2008,6.1,12.1
28/08/2008,3,13.4
29/08/2008,4.6,12.7
30/08/2008,1.9,10.5
31/08/2008,-2.5,10.6
01/09/2008,2.5,10.3
02/09/2008,-2.6,10.4
03/09/2008,-2.2,12.4
04/09/2008,5.8,11.9
05/09/2008,-3.1,12
06/09/2008,-4.8,12.7
07/09/2008,3.3,13
08/09/2008,-1.5,14.2
09/09/2008,-4.7,13.4
10/09/2008,-5.3,12.1
11/09/2008,-2.4,10.4
12/09/2008,1.5,11
13/09/2008,-5.7,11.3
14/09/2008,-4.3,8.1
15/09/2008,-2,11.7
16/09/2008,-5.3,12.3
17/09/2008,-2.9,7.2
18/09/2008,3.9,7.9
19/09/2008,2.7,8.5
20/09/2008,0.9,13.9
21/09/2008,-3.3,14
22/09/2008,7.9,12.5
23/09/2008,-3.6,13.5
24/09/2008,-0.6,11.2
25/09/2008,-7.9,7.6
26/09/2008,-2.7,12.8
27/09/2008,-2.8,7.3
28/09/2008,4.4,9.5
29/09/2008,3,8.9
30/09/2008,-6.8,5.4
01/10/2008,-2.9,5.9
02/10/2008,-1.3,6.4
03/10/2008,-4.8,2.7
04/10/2008,-11.6,3
05/10/2008,-1.3,5.7
06/10/2008,-2,6.1
07/10/2008,-3.3,7.3
08/10/2008,-5.1,6.4
09/10/2008,-7.9,1.3
10/10/2008,-2,4.3
11/10/2008,2.4,6.8
12/10/2008,-5.1,5
13/10/2008,-4.5,3.9
14/10/2008,-1.1,4.2
15/10/2008,-1.7,4.6
16/10/2008,-3.4,1.6
17/10/2008,0,2.9
18/10/2008,-2.1,2.3
19/10/2008,-5.5,1.7
20/10/2008,-10.4,4.3
21/10/2008,4.2,8.7
22/10/2008,-3.8,5.4
23/10/2008,0.9,6.4
24/10/2008,-5.5,6.3
25/10/2008,-4.9,4.7
26/10/2008,-0.4,6.7
27/10/2008,-3.8,3.7
28/10/2008,-2.7,1
29/10/2008,-5.8,-1.2
30/10/2008,-12.9,-1.9
31/10/2008,-16.4,-6.1
01/11/2008,-18.4,-7.2
02/11/2008,-18.6,-0.8
03/11/2008,-11.7,0.7
04/11/2008,-14,2.6
05/11/2008,-5.5,1.2
06/11/2008,-18.3,-3.7
07/11/2008,-14.5,-5.9
08/11/2008,-15.6,1.6
09/11/2008,-2.7,1.6
10/11/2008,-0.7,3
11/11/2008,-0.3,2.4
12/11/2008,-6.4,0
13/11/2008,-20.7,-1.5
14/11/2008,-21.2,-0.5
15/11/2008,-19.9,-0.9
16/11/2008,-20.4,-7.4
17/11/2008,-18.9,-6.9
18/11/2008,-10.8,0.9
19/11/2008,-8.4,-0.5
20/11/2008,-20.6,-7.1
21/11/2008,-20,-4.8
22/11/2008,-24.9,-9.1
23/11/2008,-10.8,-7.1
24/11/2008,-8.2,-2.9
25/11/2008,-7.9,-4.4
26/11/2008,-14.6,-3.1
27/11/2008,-23.7,-7.3
28/11/2008,-14.4,-5.3
29/11/2008,-22.4,-6.7
30/11/2008,-10.9,-2.9
01/12/2008,-4.7,-0.5
02/12/2008,-23.3,-4.7
03/12/2008,-22.9,-2.3
04/12/2008,-2.5,0.4
05/12/2008,-5.8,-0.7
06/12/2008,-5.4,-2.9
07/12/2008,-22.7,-3.3
08/12/2008,-27.8,-3.2
09/12/2008,-12.1,-1.7
10/12/2008,-27.7,-12.1
11/12/2008,-22.2,-14.7
12/12/2008,-14.7,-4
13/12/2008,-4.1,-1.8
14/12/2008,-7.1,-3
15/12/2008,-6.6,-2.3
16/12/2008,-3.1,0.2
17/12/2008,-0.9,1.3
18/12/2008,0.1,1.1
19/12/2008,-1.6,2.7
20/12/2008,-13.6,-1.4
21/12/2008,-5.3,-1
22/12/2008,-10.5,-5.3
23/12/2008,-12.6,-4
24/12/2008,-8.5,-6.8
25/12/2008,-10.7,-5.7
26/12/2008,-10.9,3.6
27/12/2008,-8.2,0.5
28/12/2008,-10,5.5
29/12/2008,-1.5,4.9
30/12/2008,-6.7,1.3
31/12/2008,-7.5,2.6
01/01/2009,-15.6,-6.3
02/01/2009,-27.3,-14.7
03/01/2009,-22.9,-12.7
04/01/2009,-25,-12.5
05/01/2009,-23.9,-4.7
06/01/2009,-27.2,-5
07/01/2009,-31.5,-16.8
08/01/2009,-21.2,-9.9
09/01/2009,-18.1,-4.8
10/01/2009,-18.8,3.5
11/01/2009,-1.1,2.9
12/01/2009,-1.2,2.4
13/01/2009,-19.3,-1.1
14/01/2009,-32.5,-14.9
15/01/2009,-33.3,-26.6
16/01/2009,-30.9,-12.1
17/01/2009,-12.2,-6.5
18/01/2009,-8.1,-4.1
19/01/2009,-13.6,-6.2
20/01/2009,-14.9,-7.9
21/01/2009,-7.9,-4.1
22/01/2009,-4.2,0.3
23/01/2009,-6,-0.2
24/01/2009,-10.3,-6
25/01/2009,-12.7,-10.2
26/01/2009,-16.7,-6.9
27/01/2009,-8.7,-6.9
28/01/2009,-8.4,-6.7
29/01/2009,-10.3,-6.4
30/01/2009,-8,-4.8
31/01/2009,-6.5,-3.8
01/02/2009,-18.5,-4
02/02/2009,-16.4,-4.2
03/02/2009,-7.4,-1.8
04/02/2009,-13.8,-4.7
05/02/2009,-19,-8.8
06/02/2009,-21.2,-17.2
07/02/2009,-24.3,-19.6
08/02/2009,-19.7,-15.7
09/02/2009,-15.7,-6.4
10/02/2009,-27,-7.1
11/02/2009,-23.2,-8.7
12/02/2009,-29,-12.5
13/02/2009,-25.9,-8
14/02/2009,-17.8,-10
15/02/2009,-23.9,-12.8
16/02/2009,-27.8,-12.5
17/02/2009,-30.4,-19.3
18/02/2009,-29.4,-19.8
19/02/2009,-31.9,-17.7
20/02/2009,-21.4,-9.8
21/02/2009,-9.9,-4.4
22/02/2009,-8.3,-5.1
23/02/2009,-8.5,-3.5
24/02/2009,-9.8,-3.5
25/02/2009,-11.1,1.6
26/02/2009,-14.2,-1.6
27/02/2009,-29,-9
28/02/2009,-20.8,-5.1
01/03/2009,-30.1,-7.5
02/03/2009,-17.3,-3.9
03/03/2009,-4.6,-2.2
04/03/2009,-4.8,-2.8
05/03/2009,-5.5,-2.9
06/03/2009,-4.5,0.2
07/03/2009,-2.3,-0.9
08/03/2009,-6,-2.2
09/03/2009,-8.2,-3.6
10/03/2009,-16.5,-3.6
11/03/2009,-23.3,-9.1
12/03/2009,-20.7,-2.3
13/03/2009,-4.6,-0.4
14/03/2009,-2.5,0.2
15/03/2009,-1.5,2.4
16/03/2009,-1.9,6
17/03/2009,-7.5,4.4
18/03/2009,-8.7,2.3
19/03/2009,-15.8,-1.2
20/03/2009,-3.7,3.2
21/03/2009,-7.5,0.5
22/03/2009,-18.3,-2.2
23/03/2009,-16.9,-3.6
24/03/2009,-19.9,-4
25/03/2009,-28.3,-5.5
26/03/2009,-31.7,-4.2
27/03/2009,-30.1,-2.3
28/03/2009,-17,-2
29/03/2009,-13,-3.5
30/03/2009,-5,-2
31/03/2009,-4,0.5
01/04/2009,-8.7,3.7
02/04/2009,-8.1,0.8
03/04/2009,-9.6,-1.9
04/04/2009,-10.3,-0.2
05/04/2009,-22.2,1.3
06/04/2009,-14.4,-2.6
07/04/2009,-13.3,-0.5
08/04/2009,-23,2
09/04/2009,-2.8,1
10/04/2009,-0.7,0.6
11/04/2009,-2.2,2.7
12/04/2009,-1.1,5.9
13/04/2009,2.3,9.9
14/04/2009,-2.8,5
15/04/2009,-11.5,2.3
16/04/2009,-13.9,4.6
17/04/2009,-3.5,1.3
18/04/2009,-8.7,-0.5
19/04/2009,-9.1,2.8
20/04/2009,-9.7,2
21/04/2009,-6.3,6.3
22/04/2009,-6.9,9.3
23/04/2009,-0.9,8.5
24/04/2009,-2.8,10.1
25/04/2009,-1.6,10.6
26/04/2009,-0.4,10.8
27/04/2009,-5.2,7.7
28/04/2009,0.2,5.3
29/04/2009,-1.7,7.1
30/04/2009,-7.4,12
01/05/2009,-4.5,15.3
02/05/2009,-2.2,17.6
03/05/2009,1.7,12
04/05/2009,-4.4,12.2
05/05/2009,0.2,10.6
06/05/2009,-0.5,7.7
07/05/2009,0.5,6.8
08/05/2009,-1.9,10.6
09/05/2009,1.8,8.1
10/05/2009,4,13.4
11/05/2009,-2.1,12.3
12/05/2009,1.6,11.2
13/05/2009,-1.7,10.5
14/05/2009,-1.9,14.1
15/05/2009,-0.8,17.1
16/05/2009,-3.2,15.9
17/05/2009,-2.7,20.7
18/05/2009,4.6,19.9
19/05/2009,3.8,16.3
20/05/2009,3.5,15
21/05/2009,0.7,16.5
22/05/2009,-0.9,16.4
23/05/2009,3.3,16.1
24/05/2009,6.3,12
25/05/2009,-0.3,15.5
26/05/2009,5.1,15.7
27/05/2009,-1.2,13.5
28/05/2009,3.7,10.5
29/05/2009,-1.8,13.5
30/05/2009,9,20
31/05/2009,10,26
01/06/2009,8,16
02/06/2009,-1.7,11.5
03/06/2009,1,11.3
04/06/2009,2.9,10.8
05/06/2009,3.2,8.1
06/06/2009,0.7,7.2
07/06/2009,1.1,10.2
08/06/2009,-0.7,12.9
09/06/2009,0,15.4
10/06/2009,-0.2,19
11/06/2009,1.5,15.8
12/06/2009,8.9,13.4
13/06/2009,7.8,17.3
14/06/2009,11,16.5
15/06/2009,12.5,17.9
16/06/2009,6.5,12.8
17/06/2009,5.3,12.5
01/07/2009,13,22.5
02/07/2009,11,16.5
03/07/2009,5.1,13.9
04/07/2009,5.4,10.9
05/07/2009,5.2,11.4
06/07/2009,5.4,10.4
07/07/2009,5.2,12.5
08/07/2009,6.7,10.8
09/07/2009,8.2,16.5
10/07/2009,12.2,21
11/07/2009,8.6,21.8
12/07/2009,2.5,21.8
13/07/2009,11.7,20.5
14/07/2009,12.1,22.6
15/07/2009,8.5,21.6
16/07/2009,8.1,19
17/07/2009,6.3,17.1
18/07/2009,7.5,15
19/07/2009,3.6,17.5
20/07/2009,4.2,22.2
21/07/2009,8.3,18.5
22/07/2009,9.2,18.6
23/07/2009,3.4,22.2
24/07/2009,11.8,23.3
25/07/2009,13,24.3
26/07/2009,7.4,21.9
27/07/2009,13.7,22.1
28/07/2009,7.2,22.4
29/07/2009,6.3,19.6
30/07/2009,12.1,23.1
31/07/2009,4.8,23.6
01/08/2009,12.4,22
02/08/2009,10,24
03/08/2009,4.1,22.9
04/08/2009,0.3,22.6
05/08/2009,0.6,24.9
06/08/2009,3.7,25.4
07/08/2009,5.3,26.4
08/08/2009,7,25.8
09/08/2009,10.4,27.6
10/08/2009,12.3,20.6
11/08/2009,14.4,20.6
12/08/2009,11.8,16.5
13/08/2009,7.6,18.5
14/08/2009,-1.6,18.1
15/08/2009,-0.8,18.1
16/08/2009,4.2,13.8
17/08/2009,5.8,13.6
18/08/2009,-1.2,12.5
19/08/2009,4.2,14.6
20/08/2009,-5,15.4
21/08/2009,10.9,22
22/08/2009,10.5,20.7
23/08/2009,-1.3,18.3
24/08/2009,5.5,18.8
25/08/2009,6.2,16.6
26/08/2009,-0.8,19.4
27/08/2009,3.2,18.3
28/08/2009,6.9,19.6
29/08/2009,6.4,15.4
30/08/2009,10.6,15.2
31/08/2009,9.8,16.2
01/09/2009,9.9,18.8
02/09/2009,13,15.5
03/09/2009,3,17.9
04/09/2009,2.1,13.5
05/09/2009,11.2,15
06/09/2009,9.9,13.4
07/09/2009,8,11.1
08/09/2009,2.3,14.6
09/09/2009,5.9,17.9
10/09/2009,6.7,16.7
11/09/2009,-2.8,15.2
12/09/2009,1.4,13.4
13/09/2009,-3.5,14.9
14/09/2009,-1.5,17.7
15/09/2009,-1.8,18.8
16/09/2009,1.1,14.2
17/09/2009,-2.3,11.4
18/09/2009,-4.9,8.9
19/09/2009,-0.2,13
20/09/2009,0,16.4
21/09/2009,-0.5,13.5
22/09/2009,-2.3,13.2
23/09/2009,6.8,15
24/09/2009,2.9,11
25/09/2009,-7.7,9.2
26/09/2009,6,14.4
27/09/2009,5.7,13.1
28/09/2009,-2,6.6
29/09/2009,-2.7,7.2
30/09/2009,-3.9,6.6
01/10/2009,-4.8,6
02/10/2009,-11.2,5.6
03/10/2009,-12.1,5.5
04/10/2009,-1.6,1.9
05/10/2009,-0.5,2.3
06/10/2009,-8,3.7
07/10/2009,-13,-0.8
08/10/2009,-2.7,2.6
09/10/2009,-14.6,3.5
10/10/2009,-10.9,2.7
11/10/2009,-20,0.7
12/10/2009,-19.8,-5.1
13/10/2009,-21.9,0.7
14/10/2009,-20.2,0.4
15/10/2009,-0.4,6.9
16/10/2009,-2.2,4
17/10/2009,-6.1,3.6
18/10/2009,-7.1,2.6
19/10/2009,-0.8,0.6
20/10/2009,-5.3,0.4
21/10/2009,-13,-0.9
22/10/2009,-9.2,0.4
23/10/2009,-1.8,0.5
24/10/2009,-4.4,-1.6
25/10/2009,-2.5,-0.2
26/10/2009,-0.4,0.1
27/10/2009,-2.1,-0.2
28/10/2009,-7.6,-0.8
29/10/2009,-16.7,-0.9
30/10/2009,-17.4,-4.8
31/10/2009,-8.5,-1.1
01/11/2009,-2.8,-1
02/11/2009,-4.2,3.1
03/11/2009,2.5,4
04/11/2009,0,3.7
05/11/2009,-4.6,0
06/11/2009,-4.6,-2
07/11/2009,-4.6,-1.8
08/11/2009,-3.4,-0.8
09/11/2009,-5.3,-1.5
10/11/2009,-12.3,-5.1
11/11/2009,-11.8,-4.4
12/11/2009,-6.9,-4.2
13/11/2009,-16.3,-3.3
14/11/2009,-10.2,-3.6
15/11/2009,-5.7,-1.7
16/11/2009,-1.8,2.5
17/11/2009,-0.9,1.9
18/11/2009,-0.8,-0.2
19/11/2009,-0.5,0.1
20/11/2009,-1.5,-0.1
21/11/2009,-2.8,0.4
22/11/2009,-13,-2.4
23/11/2009,-8.6,0
24/11/2009,-0.9,0.3
25/11/2009,0,0.6
26/11/2009,-0.7,0.6
27/11/2009,0.4,2
28/11/2009,-1.1,1.9
29/11/2009,-13.6,-1.1
30/11/2009,-22.1,-2.3
01/12/2009,-14,-0.3
02/12/2009,-14.8,-1.6
03/12/2009,-18.9,-4
04/12/2009,-14.8,-5.4
05/12/2009,-7.8,-4.1
06/12/2009,-4.1,0.6
07/12/2009,-1,0.6
08/12/2009,0.1,1
09/12/2009,0,1
10/12/2009,-2.6,0.3
11/12/2009,-14.3,0.1
12/12/2009,-15.1,-3.2
13/12/2009,-16.4,-1.4
14/12/2009,-22.3,-13
15/12/2009,-29.3,-18.6
16/12/2009,-31.4,-21.6
17/12/2009,-32.1,-20.6
18/12/2009,-22,-10.3
19/12/2009,-22.5,-10.6
20/12/2009,-26.5,-10.6
21/12/2009,-17.2,-9.4
22/12/2009,-18.6,-8.6
23/12/2009,-31.2,-7.7
24/12/2009,-20,-7.5
25/12/2009,-31.5,-19.3
26/12/2009,-28.3,-19.3
27/12/2009,-30.4,-13.4
28/12/2009,-17.5,-12.7
29/12/2009,-14.3,-7.8
30/12/2009,-26.2,-14.1
31/12/2009,-15.3,-10
01/01/2010,-20.8,-13.9
02/01/2010,-22.6,-17.7
03/01/2010,-20.1,-14.5
04/01/2010,-25.6,-16.4
05/01/2010,-31.5,-23.8
06/01/2010,-34.6,-28.8
07/01/2010,-36.6,-24.1
08/01/2010,-31.2,-22.9
09/01/2010,-29.9,-20.2
10/01/2010,-20.6,-0.1
11/01/2010,-13.2,-0.5
12/01/2010,-6.3,1.4
13/01/2010,-16.3,-3.7
14/01/2010,-23,-12.8
15/01/2010,-23.8,-10.7
16/01/2010,-10.8,-6.4
17/01/2010,-11.6,-3.3
18/01/2010,-6.7,-3.1
19/01/2010,-8.7,-5.5
20/01/2010,-6.7,-4.1
21/01/2010,-10,-4.4
22/01/2010,-23.2,-10
23/01/2010,-25,-15.5
24/01/2010,-16,-11.3
25/01/2010,-11.8,-7
26/01/2010,-7,-3.8
27/01/2010,-7.3,-4
28/01/2010,-30,-7.2
29/01/2010,-34.1,-25.2
30/01/2010,-30.5,-14.9
31/01/2010,-17.6,-12.8
01/02/2010,-24.5,-12.7
02/02/2010,-30,-8.3
03/02/2010,-20.9,-5.5
04/02/2010,-27.8,-9
05/02/2010,-23,-11.5
06/02/2010,-24.6,-9.1
07/02/2010,-21.5,-8.7
08/02/2010,-16.3,-10.2
09/02/2010,-14,-10.9
10/02/2010,-27.1,-13.7
11/02/2010,-24.2,-11.2
12/02/2010,-30.1,-9
13/02/2010,-16.3,-5
14/02/2010,-23.5,-2.2
15/02/2010,-9.2,-0.1
16/02/2010,-20.4,-5.1
17/02/2010,-35.2,-18.7
18/02/2010,-36.2,-21.3
19/02/2010,-35.7,-18.9
20/02/2010,-30.6,-20
21/02/2010,-38.4,-21.7
22/02/2010,-29.1,-16.6
23/02/2010,-31.5,-19.7
24/02/2010,-38.9,-21.7
25/02/2010,-33.5,-15.4
26/02/2010,-33.6,-17.4
27/02/2010,-19.4,-9.8
28/02/2010,-26.8,-13.4
01/03/2010,-15.1,-8
02/03/2010,-8.4,-5.6
03/03/2010,-7.7,-4.5
04/03/2010,-18.6,-7.1
05/03/2010,-15.9,-3
06/03/2010,-19.5,-4.6
07/03/2010,-9.3,-2.3
08/03/2010,-5.5,3.3
09/03/2010,-13.4,-2.3
10/03/2010,-23.5,-3.3
11/03/2010,-15.5,-2.8
12/03/2010,-24.6,-1.6
13/03/2010,-23.4,-5.1
14/03/2010,-25.5,-6.2
15/03/2010,-28.3,-7.7
16/03/2010,-33.4,-5.9
17/03/2010,-28.3,-4.2
18/03/2010,-28.3,-5.1
19/03/2010,-26.1,-3.7
20/03/2010,-11.4,-4.4
21/03/2010,-26.8,-2.5
22/03/2010,-26.3,-0.7
23/03/2010,-6.9,-0.2
24/03/2010,-21.8,-1
25/03/2010,-27.4,-0.2
26/03/2010,-11.3,-3.8
27/03/2010,-16,-2.4
28/03/2010,-6.1,-3.3
29/03/2010,-6.7,-3.2
30/03/2010,-4.6,-1.4
31/03/2010,-13.5,-0.2
01/04/2010,-6.3,1.9
02/04/2010,-0.5,3.5
03/04/2010,-1.4,3.4
04/04/2010,-1.7,3.7
05/04/2010,-4,3.5
06/04/2010,-0.8,5.1
07/04/2010,-11.9,5.4
08/04/2010,-1.1,5
09/04/2010,0.3,3
10/04/2010,-0.1,4.2
11/04/2010,-8.9,7.8
12/04/2010,1.4,10.3
13/04/2010,-1.6,7.9
14/04/2010,-7.9,6.1
15/04/2010,-1.1,9.1
16/04/2010,-0.6,4.1
17/04/2010,-8.8,3.8
18/04/2010,-3.4,3.8
19/04/2010,-11.7,4.7
20/04/2010,-11.2,4.6
21/04/2010,-10.3,7.1
22/04/2010,-9.7,7.1
23/04/2010,-5.8,3.8
24/04/2010,-1.6,2
25/04/2010,-6.4,5.7
26/04/2010,-7.3,6
27/04/2010,1.7,6.3
28/04/2010,-2.8,4.7
29/04/2010,-6.2,5.3
30/04/2010,-10.3,4.7
01/05/2010,0.2,3.1
02/05/2010,0.3,2.9
03/05/2010,0.1,6.9
04/05/2010,-5.4,6.4
05/05/2010,-5.5,6.4
06/05/2010,-3.6,3.5
07/05/2010,-6,8.5
08/05/2010,-4.9,9.8
09/05/2010,-5.8,9.8
10/05/2010,-2.3,11.4
11/05/2010,1.8,8.2
12/05/2010,-3.8,10.7
13/05/2010,-3.9,15.8
14/05/2010,9.2,18.4
15/05/2010,6.8,25.9
16/05/2010,10.4,24.3
17/05/2010,12.2,24.9
18/05/2010,6.3,24.9
19/05/2010,9.4,20.7
20/05/2010,7.7,25.1
21/05/2010,9,18.1
22/05/2010,-0.1,17.2
23/05/2010,6.9,12.7
24/05/2010,4.5,10.5
25/05/2010,4.3,10.8
26/05/2010,3.3,9.6
27/05/2010,2.5,12.8
28/05/2010,0.3,14.4
29/05/2010,-2.6,13.2
30/05/2010,5.1,15.5
31/05/2010,-0.8,15
01/06/2010,3.8,13
02/06/2010,-2.8,18.2
03/06/2010,1.9,15.5
04/06/2010,3.7,10.3
05/06/2010,1.9,8.9
06/06/2010,2.3,8.9
07/06/2010,1.2,10.9
08/06/2010,0.9,12.3
09/06/2010,4.5,16
10/06/2010,3.2,13
11/06/2010,3.7,18.5
12/06/2010,6.1,16.9
13/06/2010,7.4,15.4
14/06/2010,7.3,13.2
15/06/2010,5.1,13.5
16/06/2010,-0.9,17.2
17/06/2010,4.9,17.5
18/06/2010,9,18.7
19/06/2010,5.3,16.1
20/06/2010,9,16.5
21/06/2010,4.7,13
22/06/2010,-0.2,15
23/06/2010,3.4,16.5
24/06/2010,7.3,21
25/06/2010,4.9,22.8
26/06/2010,7.9,21
27/06/2010,6.9,14.4
28/06/2010,6.9,16
29/06/2010,1.3,21.1
30/06/2010,6.6,19.7
01/07/2010,11.5,17
02/07/2010,8.2,15.8
03/07/2010,4.5,20.7
04/07/2010,13.6,19
05/07/2010,10.1,19.9
06/07/2010,9.2,24.3
07/07/2010,6.1,22
08/07/2010,5,22.2
09/07/2010,12.3,20.9
10/07/2010,8.9,19.9
11/07/2010,11.9,21.1
12/07/2010,7.7,25
13/07/2010,13.6,23.4
14/07/2010,8.1,26
15/07/2010,9.8,18.4
16/07/2010,3.7,19.5
17/07/2010,12.7,20.6
18/07/2010,13.8,21
19/07/2010,10.2,19.8
20/07/2010,9.8,19.4
21/07/2010,3.8,19.5
22/07/2010,13.7,20.5
23/07/2010,4.3,15.1
24/07/2010,-0.9,20.5
25/07/2010,3,19.2
26/07/2010,9.8,17.2
27/07/2010,13.2,25.4
28/07/2010,15.3,22
29/07/2010,15.5,20.6
30/07/2010,14.6,24.7
31/07/2010,13.2,21.8
01/08/2010,11.5,23.2
02/08/2010,13.9,21.4
03/08/2010,10.8,20.9
04/08/2010,4.4,17.9
05/08/2010,11.9,18.9
06/08/2010,2.9,22.4
07/08/2010,5.4,24.2
08/08/2010,6.7,23.8
09/08/2010,13.7,18.4
10/08/2010,10,16.2
11/08/2010,1.4,20.2
12/08/2010,7.4,17
13/08/2010,14,23.4
14/08/2010,10.3,22.9
15/08/2010,9.8,18.8
16/08/2010,-2,14.2
17/08/2010,-1.8,16
18/08/2010,1.2,12.6
19/08/2010,-1,10.9
20/08/2010,4.4,15.8
21/08/2010,-0.5,14.8
22/08/2010,6.4,12.2
23/08/2010,6.6,12.7
24/08/2010,-1.9,8.7
25/08/2010,4.7,9.3
26/08/2010,5,9.2
27/08/2010,3.8,8.8
28/08/2010,3.4,9.2
29/08/2010,-0.9,11.3
30/08/2010,2.4,13.4
31/08/2010,2.9,14.1
01/09/2010,-1.8,11.8
02/09/2010,3.5,10.2
03/09/2010,-5.2,10
04/09/2010,-5.5,14
05/09/2010,8.6,13.2
06/09/2010,7.9,17.5
07/09/2010,-2,16.1
08/09/2010,-3.5,19
09/09/2010,7.7,14.9
10/09/2010,1.3,17.2
11/09/2010,-2.2,15.4
12/09/2010,-2,12.2
13/09/2010,6,17.5
14/09/2010,-3.1,13.7
15/09/2010,9.7,11.7
16/09/2010,6.2,12.7
17/09/2010,-1.1,14.1
18/09/2010,-3.5,11
19/09/2010,-0.4,11.1
20/09/2010,2.8,12.8
21/09/2010,-1.6,9.5
22/09/2010,-0.7,8.7
23/09/2010,-2.1,6.6
24/09/2010,-0.7,9
25/09/2010,-2.3,10.2
26/09/2010,-1,9.4
27/09/2010,-4.1,10.4
28/09/2010,-1.4,10.5
29/09/2010,-3.3,9.1
30/09/2010,-5.3,10.4
01/10/2010,-5,11.3
02/10/2010,-2.5,7.5
03/10/2010,2.5,9.5
04/10/2010,7.3,11.1
05/10/2010,8.9,10.1
06/10/2010,7.8,10
07/10/2010,7.9,10.8
08/10/2010,-2.8,11.8
09/10/2010,4.8,13.7
