,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.006666666666666667,0.056,0.0,0.004,0.2786666666666667,0.226,0.0,0.035333333333333335,0.05533333333333333,0.3353333333333333,0.002,0.0,0.0006666666666666666,0.0
1,0.056666666666666664,0.0,0.0,0.0,0.6386666666666667,0.18,0.0,0.0,0.02666666666666667,0.0006666666666666666,0.0,0.0013333333333333333,0.0,0.096
2,0.0,0.0013333333333333333,0.004666666666666667,0.0,0.05533333333333333,0.7953333333333333,0.0,0.022,0.056,0.054,0.01,0.0,0.0,0.0013333333333333333
3,0.0,0.10733333333333334,0.0,0.0,0.016666666666666666,0.31133333333333335,0.0,0.20733333333333334,0.16333333333333333,0.11866666666666667,0.07533333333333334,0.0,0.0,0.0
4,0.0,0.023333333333333334,0.0,0.0,0.066,0.25133333333333335,0.0,0.10933333333333334,0.22266666666666668,0.194,0.088,0.0,0.006666666666666667,0.03866666666666667
5,0.172,0.0,0.0,0.0,0.13533333333333333,0.6506666666666666,0.0,0.0013333333333333333,0.016,0.006,0.0013333333333333333,0.0006666666666666666,0.0,0.016666666666666666
6,0.019333333333333334,0.0,0.0013333333333333333,0.004,0.6493333333333333,0.24866666666666667,0.0,0.002,0.03133333333333333,0.009333333333333334,0.008666666666666666,0.013333333333333334,0.006,0.006666666666666667
7,0.3406666666666667,0.0,0.0,0.0026666666666666666,0.10266666666666667,0.44866666666666666,0.0,0.002,0.03266666666666666,0.028,0.04133333333333333,0.0,0.0,0.0013333333333333333
8,0.038,0.0,0.002,0.0006666666666666666,0.15866666666666668,0.302,0.0,0.10933333333333334,0.0013333333333333333,0.11133333333333334,0.27666666666666667,0.0,0.0,0.0
9,0.08466666666666667,0.0,0.0,0.027333333333333334,0.008,0.6613333333333333,0.0,0.04,0.0026666666666666666,0.11266666666666666,0.059333333333333335,0.0,0.0033333333333333335,0.0006666666666666666
10,0.13866666666666666,0.004666666666666667,0.028666666666666667,0.07733333333333334,0.04066666666666666,0.15666666666666668,0.0,0.004,0.009333333333333334,0.532,0.008,0.0,0.0,0.0
11,0.0006666666666666666,0.037333333333333336,0.0,0.0006666666666666666,0.05733333333333333,0.17533333333333334,0.0,0.266,0.19066666666666668,0.12466666666666666,0.112,0.0,0.035333333333333335,0.0
12,0.0006666666666666666,0.0,0.0,0.0,0.23266666666666666,0.13466666666666666,0.0,0.16733333333333333,0.21,0.24933333333333332,0.002,0.0,0.0033333333333333335,0.0
13,0.0,0.015333333333333332,0.0,0.0,0.06333333333333334,0.2846666666666667,0.0,0.019333333333333334,0.198,0.4093333333333333,0.008,0.0,0.002,0.0
14,0.142,0.0,0.07333333333333333,0.066,0.1,0.294,0.002,0.092,0.03666666666666667,0.142,0.050666666666666665,0.0,0.0,0.0013333333333333333
15,0.03933333333333333,0.0,0.024666666666666667,0.014,0.09666666666666666,0.012666666666666666,0.0,0.09133333333333334,0.009333333333333334,0.416,0.296,0.0,0.0,0.0
16,0.234,0.0,0.07266666666666667,0.07933333333333334,0.038,0.030666666666666665,0.0,0.050666666666666665,0.012,0.21733333333333332,0.2653333333333333,0.0,0.0,0.0
17,0.0,0.04533333333333334,0.0,0.0,0.04933333333333333,0.24266666666666667,0.0,0.12933333333333333,0.16866666666666666,0.088,0.26466666666666666,0.0,0.012,0.0
18,0.08333333333333333,0.0,0.0033333333333333335,0.11133333333333334,0.06466666666666666,0.4613333333333333,0.0026666666666666666,0.025333333333333333,0.014666666666666666,0.138,0.08066666666666666,0.002,0.009333333333333334,0.0033333333333333335
19,0.0,0.06933333333333333,0.0,0.0,0.05,0.20466666666666666,0.0,0.25666666666666665,0.21133333333333335,0.024,0.184,0.0,0.0,0.0
20,0.0,0.14666666666666667,0.0,0.0,0.08,0.046,0.0,0.16733333333333333,0.33066666666666666,0.062,0.16733333333333333,0.0,0.0,0.0
21,0.002,0.05533333333333333,0.0013333333333333333,0.0,0.13333333333333333,0.4066666666666667,0.0,0.234,0.054,0.023333333333333334,0.08733333333333333,0.0,0.0026666666666666666,0.0
22,0.34,0.0,0.0013333333333333333,0.0026666666666666666,0.04066666666666666,0.5013333333333333,0.0,0.058,0.0026666666666666666,0.05,0.0033333333333333335,0.0,0.0,0.0
