,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.33029172,0.031434316,0.015686076,0.013101568,0.05930593,0.12355243,0.0028251684,0.011262422,0.08119918,0.09442802,0.088157855,0.09101447,0.007938895,0.02880846,0.020993397
1,0.33029172,0.031434324,0.01568608,0.013101568,0.05930593,0.12355249,0.0028251696,0.011262422,0.0811992,0.09442798,0.08815789,0.091014445,0.007938895,0.028808467,0.020993397
2,0.33029065,0.031434488,0.015686136,0.013101584,0.059306,0.123552494,0.002825194,0.011262429,0.08119951,0.094427966,0.088158175,0.091014564,0.007938891,0.0288086,0.02099344
3,0.33029044,0.031434495,0.01568614,0.013101585,0.059306007,0.12355251,0.002825195,0.01126243,0.08119952,0.094427966,0.08815823,0.09101454,0.007938891,0.028808609,0.020993445
4,0.33029082,0.031434458,0.015686126,0.0131015815,0.05930599,0.12355251,0.0028251903,0.01126243,0.08119944,0.09442797,0.08815814,0.09101454,0.007938893,0.028808573,0.02099344
5,0.33028892,0.031434704,0.015686212,0.013101604,0.059306115,0.12355253,0.0028252278,0.011262437,0.0811999,0.09442799,0.08815862,0.09101456,0.007938881,0.028808763,0.02099349
6,0.33028978,0.03143457,0.015686167,0.013101597,0.05930606,0.12355256,0.0028252068,0.011262437,0.08119965,0.09442801,0.08815839,0.091014564,0.007938891,0.028808666,0.02099347
7,0.33028972,0.031434577,0.015686171,0.0131015945,0.059306063,0.12355254,0.0028252078,0.0112624355,0.08119969,0.09442799,0.088158414,0.091014564,0.007938889,0.028808668,0.020993466
8,0.33029136,0.03143439,0.015686104,0.013101572,0.059305947,0.12355244,0.0028251787,0.011262423,0.08119932,0.094427966,0.08815801,0.09101445,0.007938894,0.028808508,0.020993415
9,0.33029085,0.031434443,0.01568612,0.013101581,0.059305985,0.12355249,0.0028251891,0.011262428,0.081199445,0.09442796,0.08815812,0.091014534,0.007938892,0.028808568,0.020993432
10,0.33029068,0.031434473,0.01568613,0.01310158,0.059306007,0.12355251,0.002825192,0.011262427,0.08119948,0.09442798,0.08815817,0.09101452,0.007938889,0.028808586,0.020993441
11,0.33029252,0.0314342,0.015686031,0.013101555,0.059305884,0.123552434,0.0028251496,0.011262418,0.081199005,0.094428055,0.08815769,0.09101442,0.007938902,0.028808365,0.020993374
12,0.33029184,0.031434312,0.015686078,0.013101569,0.059305936,0.12355244,0.0028251696,0.011262426,0.08119921,0.094427995,0.088157885,0.091014445,0.0079389,0.028808462,0.020993404
13,0.33029172,0.03143433,0.01568608,0.013101568,0.05930593,0.12355249,0.0028251696,0.011262422,0.081199214,0.09442798,0.08815787,0.091014445,0.007938895,0.028808467,0.0209934
14,0.33028966,0.031434588,0.015686173,0.0131015945,0.059306066,0.123552546,0.0028252087,0.0112624355,0.081199676,0.094428,0.088158414,0.09101455,0.00793889,0.028808678,0.020993467
15,0.33028784,0.03143485,0.01568627,0.013101618,0.059306208,0.12355256,0.0028252497,0.011262441,0.08120014,0.09442797,0.088158876,0.09101459,0.007938876,0.028808884,0.020993521
16,0.33029026,0.031434525,0.015686149,0.013101585,0.05930603,0.1235525,0.0028252003,0.011262429,0.08119957,0.09442799,0.08815828,0.091014564,0.007938887,0.028808635,0.020993443
17,0.33028942,0.03143461,0.015686188,0.013101599,0.059306093,0.12355254,0.0028252148,0.011262441,0.081199735,0.094427995,0.08815846,0.091014594,0.00793889,0.028808704,0.020993482
18,0.33028907,0.031434696,0.015686208,0.013101603,0.059306115,0.12355252,0.0028252252,0.011262437,0.08119984,0.09442799,0.08815859,0.091014564,0.007938882,0.028808763,0.020993484
19,0.33029285,0.031434163,0.01568602,0.01310155,0.059305876,0.123552404,0.0028251442,0.011262415,0.08119895,0.094428025,0.0881576,0.0910144,0.007938902,0.028808339,0.020993365
20,0.3302908,0.031434447,0.015686125,0.013101581,0.059305985,0.123552494,0.0028251885,0.011262429,0.08119945,0.09442796,0.08815813,0.091014534,0.007938893,0.02880857,0.020993434
