MASK,KARTERAD,PALS,PALS_VATT,PALS_HA,PALSVATTHA,Shape_area,Shape_len
INOM,KLAR,"0","2",0.00000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"20","3",0.20000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"12","3",0.12000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"9","2",0.09000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"56","1",0.56000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"5","2",0.05000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"26","8",0.26000000,0.08000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","8",0.00000000,0.08000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","5",0.00000000,0.05000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","24",0.00000000,0.24000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"1","1",0.01000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"2","0",0.02000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"10","1",0.10000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","10",0.00000000,0.10000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","20",0.00000000,0.20000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","2",0.00000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"1","3",0.01000000,0.03000000,10000.00000000000,400.00000000000
INOM,KLAR,"11","0",0.11000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"6","0",0.06000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"1","2",0.01000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"1","2",0.01000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"18","1",0.18000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"3","1",0.03000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"35","0",0.35000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"1","0",0.01000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"2","0",0.02000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"7","0",0.07000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"12","2",0.12000000,0.02000000,10000.00000000000,400.00000000000
INOM,KLAR,"23","0",0.23000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"5","1",0.05000000,0.01000000,10000.00000000000,400.00000000000
INOM,KLAR,"12","0",0.12000000,0.00000000,10000.00000000000,400.00000000000
INOM,KLAR,"1","4",0.01000000,0.04000000,10000.00000000000,400.00000000000
INOM,KLAR,"0","7",0.00000000,0.07000000,10000.00000000000,400.00000000000
