,min,max,mean,median,range,p25,p75,total,MSTotal
0,-0.00991645,0.007738374,5.3373045e-05,0.00021129574,0.017654825,-0.0010612847399897873,0.0012985134962946177,22.046848709602664,595.8034654132227
