Datum,precip_mm
21/04/2008,0
22/04/2008,0
23/04/2008,0
24/04/2008,0
25/04/2008,0
26/04/2008,0
27/04/2008,0.1
28/04/2008,0.1
29/04/2008,0
30/04/2008,0
01/05/2008,0
02/05/2008,0.2
03/05/2008,0
04/05/2008,16.1
05/05/2008,0
06/05/2008,1.5
07/05/2008,0.2
08/05/2008,1.4
09/05/2008,0.1
10/05/2008,1.2
11/05/2008,4.6
12/05/2008,0
13/05/2008,0.1
14/05/2008,0.1
15/05/2008,0
16/05/2008,0.1
17/05/2008,1.7
18/05/2008,4.1
19/05/2008,1.6
20/05/2008,0
21/05/2008,0
22/05/2008,0
23/05/2008,0
24/05/2008,0
25/05/2008,0
26/05/2008,1.9
27/05/2008,0
28/05/2008,0
29/05/2008,0
30/05/2008,0
31/05/2008,0.1
01/06/2008,1.1
02/06/2008,0
03/06/2008,0
04/06/2008,0
05/06/2008,0
06/06/2008,0
07/06/2008,0
08/06/2008,0
09/06/2008,0
10/06/2008,0
11/06/2008,1.7
12/06/2008,0.2
13/06/2008,0
14/06/2008,0
15/06/2008,3.5
16/06/2008,3
17/06/2008,0
18/06/2008,3.9
19/06/2008,8.5
20/06/2008,0.8
21/06/2008,9.3
22/06/2008,3.6
23/06/2008,2.9
24/06/2008,13.4
25/06/2008,4.6
26/06/2008,18.5
27/06/2008,0
28/06/2008,0
29/06/2008,0
30/06/2008,3.4
01/07/2008,0
02/07/2008,8.7
03/07/2008,0
04/07/2008,0
05/07/2008,0.6
06/07/2008,0
07/07/2008,0
08/07/2008,0
09/07/2008,0
10/07/2008,1.5
11/07/2008,0.2
12/07/2008,0
13/07/2008,0
14/07/2008,0.5
15/07/2008,5.8
16/07/2008,8.8
17/07/2008,7.9
18/07/2008,8.6
19/07/2008,34.1
20/07/2008,1.1
21/07/2008,21.1
22/07/2008,1.5
23/07/2008,0.3
24/07/2008,0
25/07/2008,0.1
26/07/2008,0
27/07/2008,0
28/07/2008,0
29/07/2008,0
30/07/2008,13.3
31/07/2008,3.1
01/08/2008,0
02/08/2008,0.1
03/08/2008,0.2
04/08/2008,0
05/08/2008,0
06/08/2008,0
07/08/2008,0
08/08/2008,0
09/08/2008,0
10/08/2008,0
11/08/2008,6.2
12/08/2008,2
13/08/2008,23.7
14/08/2008,4.6
15/08/2008,0
16/08/2008,0
17/08/2008,0
18/08/2008,0.1
19/08/2008,5.2
20/08/2008,1.2
21/08/2008,0
22/08/2008,0.2
23/08/2008,0
24/08/2008,0
25/08/2008,0
26/08/2008,0.7
27/08/2008,0
28/08/2008,0.2
29/08/2008,0
30/08/2008,0
31/08/2008,0
01/09/2008,0
02/09/2008,0.1
03/09/2008,13.4
04/09/2008,0.3
05/09/2008,0
06/09/2008,0.2
07/09/2008,0
08/09/2008,0
09/09/2008,0.3
10/09/2008,0
11/09/2008,0
12/09/2008,0
13/09/2008,0
14/09/2008,0
15/09/2008,0
16/09/2008,0
17/09/2008,0
18/09/2008,0.7
19/09/2008,0
20/09/2008,0
21/09/2008,0
22/09/2008,0
23/09/2008,0
24/09/2008,0
25/09/2008,5.4
26/09/2008,7.2
27/09/2008,2.9
28/09/2008,0.1
29/09/2008,0
30/09/2008,0
01/10/2008,0
02/10/2008,0
03/10/2008,0
04/10/2008,0.9
05/10/2008,9.1
06/10/2008,5.4
07/10/2008,0.6
08/10/2008,0.1
09/10/2008,3
10/10/2008,0.7
11/10/2008,0
12/10/2008,0.6
13/10/2008,0
14/10/2008,4.4
15/10/2008,0
16/10/2008,0.3
17/10/2008,1.2
18/10/2008,0
19/10/2008,0
20/10/2008,8.6
21/10/2008,0
22/10/2008,0
23/10/2008,0
24/10/2008,3.8
25/10/2008,1.3
26/10/2008,0.1
27/10/2008,1.1
28/10/2008,0.3
29/10/2008,0
30/10/2008,0
31/10/2008,0
01/11/2008,0
02/11/2008,0.7
03/11/2008,2.6
04/11/2008,0
05/11/2008,0
06/11/2008,0
07/11/2008,0
08/11/2008,0.7
09/11/2008,1.4
10/11/2008,3.3
11/11/2008,0.9
12/11/2008,0.5
13/11/2008,0
14/11/2008,1.3
15/11/2008,0
16/11/2008,0
17/11/2008,1.4
18/11/2008,3.5
19/11/2008,0.3
20/11/2008,0.3
21/11/2008,0.1
22/11/2008,0.4
23/11/2008,6.9
24/11/2008,1.8
25/11/2008,2.1
26/11/2008,6.9
27/11/2008,4.8
28/11/2008,4.3
29/11/2008,0.1
30/11/2008,8.5
01/12/2008,0
02/12/2008,0.7
03/12/2008,2.7
04/12/2008,0.1
05/12/2008,0.1
06/12/2008,0
07/12/2008,0
08/12/2008,3.4
09/12/2008,0.2
10/12/2008,0.3
11/12/2008,0.1
12/12/2008,12.4
13/12/2008,6.7
14/12/2008,0
15/12/2008,0
16/12/2008,0.7
17/12/2008,1.3
18/12/2008,3.7
19/12/2008,0
20/12/2008,0.4
21/12/2008,1.2
22/12/2008,0.9
23/12/2008,0
24/12/2008,0
25/12/2008,0.2
26/12/2008,0.2
27/12/2008,0
28/12/2008,0
29/12/2008,0
30/12/2008,0
31/12/2008,0.6
01/01/2009,0.1
02/01/2009,0
03/01/2009,0
04/01/2009,0
05/01/2009,0
06/01/2009,0.5
07/01/2009,0
08/01/2009,0.3
09/01/2009,0
10/01/2009,0
11/01/2009,2.8
12/01/2009,1
13/01/2009,0
14/01/2009,0
15/01/2009,0
16/01/2009,0.4
17/01/2009,0
18/01/2009,0.8
19/01/2009,0.8
20/01/2009,2.4
21/01/2009,1.4
22/01/2009,0.4
23/01/2009,0
24/01/2009,0.2
25/01/2009,0.8
26/01/2009,0
27/01/2009,0.1
28/01/2009,0
29/01/2009,0.1
30/01/2009,0
31/01/2009,0.3
01/02/2009,0
02/02/2009,0
03/02/2009,0.1
04/02/2009,0.6
05/02/2009,1.9
06/02/2009,0.8
07/02/2009,1.7
08/02/2009,6.3
09/02/2009,2.3
10/02/2009,0
11/02/2009,0
12/02/2009,0.8
13/02/2009,0
14/02/2009,0.9
15/02/2009,0.3
16/02/2009,0.4
17/02/2009,0.2
18/02/2009,0.4
19/02/2009,1.2
20/02/2009,0
21/02/2009,0.8
22/02/2009,0.8
23/02/2009,3.2
24/02/2009,0.3
25/02/2009,0
26/02/2009,0
27/02/2009,0.1
28/02/2009,0
01/03/2009,0
02/03/2009,2.9
03/03/2009,0
04/03/2009,0
05/03/2009,0
06/03/2009,0
07/03/2009,0
08/03/2009,0.1
09/03/2009,0.1
10/03/2009,0.2
11/03/2009,0
12/03/2009,0
13/03/2009,0
14/03/2009,0.2
15/03/2009,0
16/03/2009,0.5
17/03/2009,0
18/03/2009,0
19/03/2009,1
20/03/2009,0
21/03/2009,0.1
22/03/2009,0
23/03/2009,0
24/03/2009,0
25/03/2009,0
26/03/2009,0
27/03/2009,0
28/03/2009,0
29/03/2009,4.5
30/03/2009,3.1
31/03/2009,1.3
01/04/2009,0
02/04/2009,0
03/04/2009,0
04/04/2009,0
05/04/2009,0
06/04/2009,0
07/04/2009,0
08/04/2009,0.1
09/04/2009,1.4
10/04/2009,0.1
11/04/2009,0
12/04/2009,0
13/04/2009,0
14/04/2009,0
15/04/2009,0
16/04/2009,0.4
17/04/2009,0
18/04/2009,0
19/04/2009,0.5
20/04/2009,0
21/04/2009,0
22/04/2009,0
23/04/2009,0
24/04/2009,0
25/04/2009,0
26/04/2009,0.6
27/04/2009,6.1
28/04/2009,0
29/04/2009,0
30/04/2009,0
01/05/2009,0
02/05/2009,0.1
03/05/2009,0.1
04/05/2009,0
05/05/2009,0
06/05/2009,4
07/05/2009,0.3
08/05/2009,0.1
09/05/2009,15.6
10/05/2009,0.6
11/05/2009,0
12/05/2009,0
13/05/2009,0
14/05/2009,0
15/05/2009,0
16/05/2009,0
17/05/2009,0
18/05/2009,0
19/05/2009,0.1
20/05/2009,0.1
21/05/2009,2.1
22/05/2009,1.7
23/05/2009,1.3
24/05/2009,3
25/05/2009,0
26/05/2009,0.1
27/05/2009,10.5
28/05/2009,0.2
29/05/2009,0.4
30/05/2009,0
31/05/2009,0
01/06/2009,0
02/06/2009,0.7
03/06/2009,4.9
04/06/2009,0
05/06/2009,0
06/06/2009,0.1
07/06/2009,0.2
08/06/2009,0
09/06/2009,1
10/06/2009,0
11/06/2009,2
12/06/2009,0
13/06/2009,0.2
14/06/2009,20.8
15/06/2009,14.1
16/06/2009,1.8
17/06/2009,0
18/06/2009,0
19/06/2009,0
20/06/2009,0
21/06/2009,0
22/06/2009,0
23/06/2009,0
24/06/2009,0
25/06/2009,0
26/06/2009,9
27/06/2009,0
28/06/2009,0
29/06/2009,0
30/06/2009,0
01/07/2009,0.5
02/07/2009,0
03/07/2009,0
04/07/2009,0
05/07/2009,0
06/07/2009,0.4
07/07/2009,1.9
08/07/2009,0.3
09/07/2009,9.6
10/07/2009,0.5
11/07/2009,0
12/07/2009,0.2
13/07/2009,7.4
14/07/2009,0.5
15/07/2009,0
16/07/2009,0.1
17/07/2009,1.3
18/07/2009,0
19/07/2009,0
20/07/2009,0
21/07/2009,0
22/07/2009,0
23/07/2009,0
24/07/2009,0
25/07/2009,0
26/07/2009,2.6
27/07/2009,4.9
28/07/2009,0.2
29/07/2009,2.3
30/07/2009,0
31/07/2009,0.3
01/08/2009,0.4
02/08/2009,0
03/08/2009,0
04/08/2009,0
05/08/2009,0
06/08/2009,0
07/08/2009,0
08/08/2009,0
09/08/2009,0.3
10/08/2009,1.5
11/08/2009,0.6
12/08/2009,1.8
13/08/2009,0.1
14/08/2009,0.8
15/08/2009,2.2
16/08/2009,1.6
17/08/2009,0.1
18/08/2009,1.3
19/08/2009,0
20/08/2009,0
21/08/2009,0
22/08/2009,0
23/08/2009,0
24/08/2009,0
25/08/2009,0
26/08/2009,0
27/08/2009,0
28/08/2009,0
29/08/2009,12.1
30/08/2009,5.2
31/08/2009,0
01/09/2009,0.1
02/09/2009,3.1
03/09/2009,0
04/09/2009,9.9
05/09/2009,4.4
06/09/2009,1
07/09/2009,0.3
08/09/2009,0.3
09/09/2009,3.1
10/09/2009,0
11/09/2009,0.4
12/09/2009,0
13/09/2009,0
14/09/2009,0
15/09/2009,0
16/09/2009,0.1
17/09/2009,0
18/09/2009,0
19/09/2009,0
20/09/2009,0
21/09/2009,0
22/09/2009,1.6
23/09/2009,0
24/09/2009,0
25/09/2009,1.5
26/09/2009,0.2
27/09/2009,0.7
28/09/2009,1.1
29/09/2009,0
30/09/2009,0
01/10/2009,0
02/10/2009,0
03/10/2009,0
04/10/2009,0
05/10/2009,0
06/10/2009,0
07/10/2009,15.3
08/10/2009,0
09/10/2009,0
10/10/2009,0
11/10/2009,0
12/10/2009,0
13/10/2009,0
14/10/2009,0.5
15/10/2009,2.3
16/10/2009,0.2
17/10/2009,0
18/10/2009,0.4
19/10/2009,1.9
20/10/2009,0
21/10/2009,0
22/10/2009,0.1
23/10/2009,0.2
24/10/2009,0
25/10/2009,0.8
26/10/2009,3.9
27/10/2009,2.2
28/10/2009,0
29/10/2009,0
30/10/2009,0
31/10/2009,0.6
01/11/2009,0
02/11/2009,0
03/11/2009,0
04/11/2009,0
05/11/2009,0.1
06/11/2009,1.4
07/11/2009,4.8
08/11/2009,0.8
09/11/2009,0
10/11/2009,0.2
11/11/2009,0.6
12/11/2009,0.2
13/11/2009,0
14/11/2009,0.8
15/11/2009,0.5
16/11/2009,0.4
17/11/2009,0.1
18/11/2009,0.1
19/11/2009,0.5
20/11/2009,9.2
21/11/2009,0.9
22/11/2009,3.8
23/11/2009,9.8
24/11/2009,0.2
25/11/2009,2
26/11/2009,3.4
27/11/2009,1.7
28/11/2009,0.6
29/11/2009,0.5
30/11/2009,7.9
01/12/2009,1.1
02/12/2009,0
03/12/2009,0
04/12/2009,0.4
05/12/2009,1.6
06/12/2009,0
07/12/2009,0
08/12/2009,0
09/12/2009,0
10/12/2009,0
11/12/2009,0.3
12/12/2009,0.3
13/12/2009,0.3
14/12/2009,0.1
15/12/2009,0.1
16/12/2009,0.1
17/12/2009,0
18/12/2009,0.3
19/12/2009,3.4
20/12/2009,0
21/12/2009,2.2
22/12/2009,1
23/12/2009,0.9
24/12/2009,0
25/12/2009,0.3
26/12/2009,0.1
27/12/2009,2.2
28/12/2009,3.6
29/12/2009,2.7
30/12/2009,0.2
31/12/2009,0.7
01/01/2010,0.4
02/01/2010,0.9
03/01/2010,1.3
04/01/2010,0.4
05/01/2010,0.3
06/01/2010,0
07/01/2010,0
08/01/2010,0
09/01/2010,0
10/01/2010,0
11/01/2010,0.7
12/01/2010,0
13/01/2010,0
14/01/2010,0.3
15/01/2010,0.2
16/01/2010,0
17/01/2010,0
18/01/2010,0.1
19/01/2010,0.1
20/01/2010,0
21/01/2010,0.3
22/01/2010,0.2
23/01/2010,0.4
24/01/2010,0.4
25/01/2010,0.2
26/01/2010,3.7
27/01/2010,7.2
28/01/2010,0.7
29/01/2010,0.8
30/01/2010,2.1
31/01/2010,3.2
01/02/2010,1
02/02/2010,3.9
03/02/2010,0.3
04/02/2010,1.8
05/02/2010,0
06/02/2010,0
07/02/2010,0.4
08/02/2010,0.8
09/02/2010,0.5
10/02/2010,0.3
11/02/2010,0.4
12/02/2010,0
13/02/2010,0
14/02/2010,0.1
15/02/2010,0
16/02/2010,0.3
17/02/2010,0.2
18/02/2010,0.1
19/02/2010,0.2
20/02/2010,0
21/02/2010,1.3
22/02/2010,1.2
23/02/2010,0.5
24/02/2010,0.1
25/02/2010,0
26/02/2010,0.6
27/02/2010,2.7
28/02/2010,0
01/03/2010,3
02/03/2010,2.1
03/03/2010,0
04/03/2010,0.1
05/03/2010,1.4
06/03/2010,0
07/03/2010,0
08/03/2010,0.1
09/03/2010,0
10/03/2010,0.2
11/03/2010,0
12/03/2010,0
13/03/2010,0
14/03/2010,0.3
15/03/2010,0
16/03/2010,0.1
17/03/2010,0
18/03/2010,0
19/03/2010,6.8
20/03/2010,2.1
21/03/2010,0
22/03/2010,0
23/03/2010,0
24/03/2010,0
25/03/2010,1.6
26/03/2010,0
27/03/2010,6
28/03/2010,4.7
29/03/2010,3.3
30/03/2010,1.3
31/03/2010,0
01/04/2010,1.4
02/04/2010,0
03/04/2010,0.1
04/04/2010,0
05/04/2010,0
06/04/2010,0
07/04/2010,0
08/04/2010,1
09/04/2010,2.3
10/04/2010,0.1
11/04/2010,0
12/04/2010,0.2
13/04/2010,0
14/04/2010,0
15/04/2010,2.5
16/04/2010,0.2
17/04/2010,1.7
18/04/2010,0.1
19/04/2010,0
20/04/2010,0
21/04/2010,0
22/04/2010,0
23/04/2010,0.1
24/04/2010,0
25/04/2010,0
26/04/2010,0.1
27/04/2010,0
28/04/2010,0
29/04/2010,0
30/04/2010,5.1
01/05/2010,9
02/05/2010,3.8
03/05/2010,0
04/05/2010,0
05/05/2010,0
06/05/2010,0
07/05/2010,0
08/05/2010,0
09/05/2010,0.1
10/05/2010,0.1
11/05/2010,0
12/05/2010,0
13/05/2010,0
14/05/2010,0
15/05/2010,0
16/05/2010,0
17/05/2010,0
18/05/2010,6.4
19/05/2010,0.2
20/05/2010,0.1
21/05/2010,0
22/05/2010,0.9
23/05/2010,0.3
24/05/2010,13.1
25/05/2010,14.6
26/05/2010,1.6
27/05/2010,0
28/05/2010,0
29/05/2010,0.1
30/05/2010,1.7
31/05/2010,0
01/06/2010,0
02/06/2010,0
03/06/2010,12.1
04/06/2010,1.5
05/06/2010,0.8
06/06/2010,0
07/06/2010,0.1
08/06/2010,0
09/06/2010,4.4
10/06/2010,0
11/06/2010,0.9
12/06/2010,0
13/06/2010,0
14/06/2010,1.1
15/06/2010,0
16/06/2010,0
17/06/2010,0
18/06/2010,0
19/06/2010,16.3
20/06/2010,4.6
21/06/2010,0
22/06/2010,0
23/06/2010,0
24/06/2010,0
25/06/2010,0
26/06/2010,15.8
27/06/2010,0
28/06/2010,0
29/06/2010,0.7
30/06/2010,4.6
01/07/2010,1.5
02/07/2010,0
03/07/2010,0.3
04/07/2010,5.5
05/07/2010,0
06/07/2010,0
07/07/2010,2.3
08/07/2010,1.3
09/07/2010,1.6
10/07/2010,0.3
11/07/2010,0.3
12/07/2010,0.7
13/07/2010,0
14/07/2010,11.8
15/07/2010,0
16/07/2010,0.3
17/07/2010,0
18/07/2010,6
19/07/2010,0
20/07/2010,0
21/07/2010,2.1
22/07/2010,17
23/07/2010,0
24/07/2010,0
25/07/2010,6.6
26/07/2010,0
27/07/2010,3.7
28/07/2010,0
29/07/2010,0
30/07/2010,0.2
31/07/2010,0.3
01/08/2010,0
02/08/2010,3.8
03/08/2010,0.1
04/08/2010,12.4
05/08/2010,1.1
06/08/2010,0
07/08/2010,0
08/08/2010,2.4
09/08/2010,0.2
10/08/2010,0
11/08/2010,0.4
12/08/2010,0
13/08/2010,9.4
14/08/2010,5.9
15/08/2010,0
16/08/2010,0
17/08/2010,0
18/08/2010,0
19/08/2010,0
20/08/2010,0
21/08/2010,0
22/08/2010,8.9
23/08/2010,0
24/08/2010,0
25/08/2010,0
26/08/2010,0
27/08/2010,0.6
28/08/2010,0
29/08/2010,0.1
30/08/2010,0.3
31/08/2010,1.6
01/09/2010,0
02/09/2010,0
03/09/2010,0
04/09/2010,2
05/09/2010,0
06/09/2010,0.1
07/09/2010,0.1
08/09/2010,0
09/09/2010,0.2
10/09/2010,0.1
11/09/2010,0
12/09/2010,1.7
13/09/2010,0.3
14/09/2010,0.4
15/09/2010,10.4
16/09/2010,1.4
17/09/2010,0
18/09/2010,0.2
19/09/2010,1.6
20/09/2010,0.1
21/09/2010,0
22/09/2010,0
23/09/2010,15.1
24/09/2010,0
25/09/2010,0
26/09/2010,0
27/09/2010,0
28/09/2010,0
29/09/2010,0
30/09/2010,0
01/10/2010,0
02/10/2010,0
03/10/2010,0
04/10/2010,0
05/10/2010,0
06/10/2010,0
07/10/2010,0
08/10/2010,0
09/10/2010,0.2
10/10/2010,1.2
11/10/2010,0.5
12/10/2010,0
13/10/2010,0
14/10/2010,0
15/10/2010,0
16/10/2010,0.2
17/10/2010,0.1
18/10/2010,0.3
19/10/2010,2
20/10/2010,10.5
21/10/2010,2.3
22/10/2010,0.1
23/10/2010,2.5
24/10/2010,0.3
25/10/2010,0.2
26/10/2010,0.1
27/10/2010,3.4
28/10/2010,8.3
29/10/2010,0.1
30/10/2010,9.2
31/10/2010,0.1
01/11/2010,0
02/11/2010,3.5
03/11/2010,2.1
04/11/2010,0.1
05/11/2010,0.9
06/11/2010,0.4
07/11/2010,0.3
08/11/2010,0.1
09/11/2010,0
10/11/2010,2.5
11/11/2010,5.9
12/11/2010,0.7
13/11/2010,0.1
14/11/2010,0.1
15/11/2010,0
16/11/2010,0
17/11/2010,0
18/11/2010,0
19/11/2010,0
20/11/2010,0
21/11/2010,0
22/11/2010,0.8
23/11/2010,0.1
24/11/2010,0.1
25/11/2010,0.1
26/11/2010,0.1
27/11/2010,0
28/11/2010,0.1
29/11/2010,0
30/11/2010,0
01/12/2010,0
02/12/2010,0
03/12/2010,0
04/12/2010,0.6
05/12/2010,0.3
06/12/2010,0.7
07/12/2010,0.3
08/12/2010,0.3
09/12/2010,0.3
10/12/2010,0.8
11/12/2010,0
12/12/2010,0.1
13/12/2010,0
14/12/2010,0.1
15/12/2010,2.9
16/12/2010,1
17/12/2010,0.5
18/12/2010,0.6
19/12/2010,0.4
20/12/2010,2.1
21/12/2010,0.3
22/12/2010,0.1
23/12/2010,0
24/12/2010,0
25/12/2010,0.1
26/12/2010,0
27/12/2010,0
28/12/2010,0
29/12/2010,0.4
30/12/2010,2.3
31/12/2010,0.2
01/01/2011,0.3
02/01/2011,0.2
03/01/2011,0.1
04/01/2011,0.2
05/01/2011,0.2
06/01/2011,0.9
07/01/2011,2.1
08/01/2011,0.9
09/01/2011,4.6
10/01/2011,0.1
11/01/2011,0.3
12/01/2011,0.5
13/01/2011,0
14/01/2011,0
15/01/2011,0.3
16/01/2011,2.1
17/01/2011,6.6
18/01/2011,0
19/01/2011,0.3
20/01/2011,0.1
21/01/2011,3.2
22/01/2011,0.1
23/01/2011,1.8
24/01/2011,0.3
25/01/2011,0
26/01/2011,0.8
27/01/2011,0
28/01/2011,0
29/01/2011,3.2
30/01/2011,2.7
31/01/2011,0.1
01/02/2011,3.2
02/02/2011,0
03/02/2011,3.6
04/02/2011,1.7
05/02/2011,3.6
06/02/2011,1.5
07/02/2011,1.8
08/02/2011,0.2
09/02/2011,0.2
10/02/2011,0
11/02/2011,1.4
12/02/2011,0.3
13/02/2011,0.2
14/02/2011,0.1
15/02/2011,0.2
16/02/2011,0.2
17/02/2011,0
18/02/2011,0
19/02/2011,0
20/02/2011,0
21/02/2011,0
22/02/2011,0
23/02/2011,0.1
24/02/2011,0.1
25/02/2011,1.3
26/02/2011,0.3
27/02/2011,0.2
28/02/2011,0
01/03/2011,0
02/03/2011,0
03/03/2011,0
04/03/2011,0
05/03/2011,0
06/03/2011,0.4
07/03/2011,0
08/03/2011,0
09/03/2011,1.3
10/03/2011,0
11/03/2011,3.4
12/03/2011,0
13/03/2011,1.3
14/03/2011,0.3
15/03/2011,0
16/03/2011,0
17/03/2011,0
18/03/2011,0
19/03/2011,0
20/03/2011,1.1
21/03/2011,1
22/03/2011,0
23/03/2011,0.1
24/03/2011,0
25/03/2011,0.1
26/03/2011,0
27/03/2011,0.2
28/03/2011,0
29/03/2011,0
30/03/2011,0
31/03/2011,0
01/04/2011,0
02/04/2011,1.5
03/04/2011,0
04/04/2011,0
05/04/2011,0
06/04/2011,1.9
07/04/2011,0.2
08/04/2011,0
09/04/2011,0
10/04/2011,2
11/04/2011,0
12/04/2011,0
13/04/2011,0
14/04/2011,0
15/04/2011,0
16/04/2011,0
17/04/2011,0.5
18/04/2011,0
19/04/2011,0
20/04/2011,1.6
21/04/2011,0
22/04/2011,0
23/04/2011,0
24/04/2011,0
25/04/2011,2.2
26/04/2011,0
27/04/2011,0
28/04/2011,0
29/04/2011,0.2
30/04/2011,0
01/05/2011,0
02/05/2011,0.2
03/05/2011,0.2
04/05/2011,0
05/05/2011,0.9
06/05/2011,1.9
07/05/2011,0
08/05/2011,0
09/05/2011,0
10/05/2011,0
11/05/2011,0
12/05/2011,0
13/05/2011,0
14/05/2011,0
15/05/2011,0.1
16/05/2011,5.6
17/05/2011,5.8
18/05/2011,0
19/05/2011,4.8
20/05/2011,1.4
21/05/2011,0
22/05/2011,0
23/05/2011,2.4
24/05/2011,0.4
25/05/2011,1.3
26/05/2011,0
27/05/2011,1.1
28/05/2011,2
29/05/2011,2.2
30/05/2011,0.3
31/05/2011,10.4
01/06/2011,0
02/06/2011,0.9
03/06/2011,0
04/06/2011,2.8
05/06/2011,0
06/06/2011,0
07/06/2011,0
08/06/2011,0
09/06/2011,0
10/06/2011,0
11/06/2011,0
12/06/2011,0
13/06/2011,0
14/06/2011,0
15/06/2011,0
16/06/2011,0
17/06/2011,0
18/06/2011,0.5
19/06/2011,11.6
20/06/2011,16.8
21/06/2011,17
22/06/2011,4
23/06/2011,0
24/06/2011,0
25/06/2011,0
26/06/2011,0
27/06/2011,0
28/06/2011,0
29/06/2011,0
30/06/2011,0
01/07/2011,0
02/07/2011,0.2
03/07/2011,0
04/07/2011,0
05/07/2011,0
06/07/2011,0.7
07/07/2011,0.1
08/07/2011,0
09/07/2011,7.7
10/07/2011,0
11/07/2011,0
12/07/2011,0.3
13/07/2011,0
14/07/2011,0
15/07/2011,0
16/07/2011,0
17/07/2011,1.2
18/07/2011,0.3
19/07/2011,0
20/07/2011,0
21/07/2011,0
22/07/2011,0
23/07/2011,5.7
24/07/2011,5.4
25/07/2011,0
26/07/2011,2.2
27/07/2011,3.6
28/07/2011,0
29/07/2011,0
30/07/2011,0
31/07/2011,0
01/08/2011,0
02/08/2011,0
03/08/2011,0
04/08/2011,0
05/08/2011,0
06/08/2011,0.6
07/08/2011,0
08/08/2011,0.8
09/08/2011,10.1
10/08/2011,0
11/08/2011,1.5
12/08/2011,0.9
13/08/2011,0
14/08/2011,0
15/08/2011,0
16/08/2011,0
17/08/2011,2.5
18/08/2011,0.1
19/08/2011,6.6
20/08/2011,0.1
21/08/2011,1.7
22/08/2011,0
23/08/2011,4
24/08/2011,0
25/08/2011,0.2
26/08/2011,2.7
27/08/2011,1.1
28/08/2011,0
29/08/2011,0
30/08/2011,0
31/08/2011,0
01/09/2011,0.2
02/09/2011,0
03/09/2011,0
04/09/2011,1.9
05/09/2011,13.4
06/09/2011,0.3
07/09/2011,0
08/09/2011,5.2
09/09/2011,3.2
10/09/2011,0
11/09/2011,4.2
12/09/2011,11.8
13/09/2011,7.1
14/09/2011,5.5
15/09/2011,0
16/09/2011,0
17/09/2011,0.2
18/09/2011,0.1
19/09/2011,0
20/09/2011,7.2
21/09/2011,2.3
22/09/2011,9.4
23/09/2011,3.9
24/09/2011,0
25/09/2011,0
26/09/2011,4.8
27/09/2011,25.1
28/09/2011,0
29/09/2011,0
30/09/2011,0
01/10/2011,2.4
02/10/2011,14.9
03/10/2011,0
04/10/2011,2.7
05/10/2011,0
06/10/2011,24.6
07/10/2011,5
08/10/2011,0
09/10/2011,6.7
10/10/2011,0.5
11/10/2011,3
12/10/2011,0.5
13/10/2011,0
14/10/2011,0
15/10/2011,0
16/10/2011,1.4
17/10/2011,0.2
18/10/2011,4
19/10/2011,2.9
20/10/2011,0.6
21/10/2011,0
22/10/2011,0
23/10/2011,0.5
24/10/2011,0
25/10/2011,0
26/10/2011,0
27/10/2011,0.8
28/10/2011,5.6
29/10/2011,0
30/10/2011,0.1
31/10/2011,0.3
01/11/2011,8.8
02/11/2011,1.5
03/11/2011,0
04/11/2011,1.1
05/11/2011,1.5
06/11/2011,3.6
07/11/2011,0
08/11/2011,0
09/11/2011,0
10/11/2011,0
11/11/2011,0
12/11/2011,0.1
13/11/2011,0
14/11/2011,0
15/11/2011,0.3
16/11/2011,0
17/11/2011,0
18/11/2011,0.1
19/11/2011,0
20/11/2011,0.1
21/11/2011,0
22/11/2011,0
23/11/2011,2.3
24/11/2011,0
25/11/2011,7.3
26/11/2011,2
27/11/2011,0.2
28/11/2011,0
29/11/2011,0.6
30/11/2011,8
01/12/2011,1.4
02/12/2011,1.7
03/12/2011,1
04/12/2011,3.2
05/12/2011,0
06/12/2011,1.3
07/12/2011,0.8
08/12/2011,2.1
09/12/2011,3.6
10/12/2011,6.9
11/12/2011,0.4
12/12/2011,4
13/12/2011,1.8
14/12/2011,2.5
15/12/2011,1.2
16/12/2011,0.6
17/12/2011,0
18/12/2011,3.8
19/12/2011,5.3
20/12/2011,0.1
21/12/2011,0.1
22/12/2011,0.1
23/12/2011,2.7
24/12/2011,0
25/12/2011,1.5
26/12/2011,0.2
27/12/2011,0
28/12/2011,0
29/12/2011,1.2
30/12/2011,5.1
31/12/2011,0.6
01/01/2012,0.2
02/01/2012,1.2
03/01/2012,6.1
04/01/2012,0.1
05/01/2012,2.5
06/01/2012,1.6
07/01/2012,0.4
08/01/2012,0.4
09/01/2012,0.2
10/01/2012,2.1
11/01/2012,4.1
12/01/2012,4.6
13/01/2012,0.9
14/01/2012,0.4
15/01/2012,2.2
16/01/2012,0
17/01/2012,0.1
18/01/2012,0.2
19/01/2012,1
20/01/2012,0.5
21/01/2012,0.4
22/01/2012,0.7
23/01/2012,0.2
24/01/2012,0.1
25/01/2012,0.1
26/01/2012,0.3
27/01/2012,0.3
28/01/2012,0.3
29/01/2012,0.2
30/01/2012,0.2
31/01/2012,0.2
01/02/2012,0.2
02/02/2012,0.4
03/02/2012,0
04/02/2012,0
05/02/2012,1
06/02/2012,0.3
07/02/2012,0
08/02/2012,0
09/02/2012,1.3
10/02/2012,0
11/02/2012,1.5
12/02/2012,0.1
13/02/2012,1.7
14/02/2012,4.3
15/02/2012,0.1
16/02/2012,0.7
17/02/2012,0
