Datum,min,max
07/04/2011,-4.8,3.8
08/04/2011,-6.8,3.1
09/04/2011,-6.7,2.5
10/04/2011,0,8.9
11/04/2011,-5.2,4.8
12/04/2011,-4.3,4.8
13/04/2011,-9.7,5.7
14/04/2011,-0.5,7.5
15/04/2011,0.7,4.9
16/04/2011,-1.1,4.4
17/04/2011,-1.7,3
18/04/2011,-4.3,3.7
19/04/2011,-0.6,4.7
20/04/2011,-8.5,4.9
21/04/2011,-1.5,5.7
22/04/2011,-1.4,7.3
23/04/2011,-5.4,11.3
24/04/2011,1.1,11.9
25/04/2011,1.4,7.3
26/04/2011,-0.9,4.7
27/04/2011,-0.9,5.3
28/04/2011,0.2,5.4
29/04/2011,-2,5.8
30/04/2011,-2.5,3.2
01/05/2011,-1.4,2.1
02/05/2011,-3.6,0.7
03/05/2011,-2.1,6.6
04/05/2011,-2.5,8.6
05/05/2011,0.1,4.4
06/05/2011,-0.8,8.2
07/05/2011,-2.7,11.4
08/05/2011,4.4,11.3
09/05/2011,-4.2,7.5
10/05/2011,-1.3,9
11/05/2011,-1.5,6.6
12/05/2011,-0.3,10.3
13/05/2011,0.9,13
14/05/2011,0.2,14.7
15/05/2011,4.9,13.4
16/05/2011,0.8,8.2
17/05/2011,-1.2,3.8
18/05/2011,0.6,5
19/05/2011,2.9,12.5
20/05/2011,0.9,11.9
21/05/2011,4.5,13.8
22/05/2011,7.2,17.9
23/05/2011,4.8,14.2
24/05/2011,3.9,12.4
25/05/2011,2.8,10
26/05/2011,0.6,9.3
27/05/2011,3.7,7.7
28/05/2011,6.3,12
29/05/2011,6.4,11.6
30/05/2011,2.7,15.3
31/05/2011,6.3,13.9
01/06/2011,2.6,14.6
02/06/2011,5.9,14.9
03/06/2011,3.3,12.5
04/06/2011,2.6,11.7
05/06/2011,0.3,19
06/06/2011,11.1,18
07/06/2011,14.1,25
08/06/2011,11.8,27
09/06/2011,15.1,27.1
10/06/2011,10.9,23.8
11/06/2011,4.1,12.7
12/06/2011,2.8,13.5
13/06/2011,5.4,16.7
14/06/2011,6.9,18.9
15/06/2011,8.2,16.1
16/06/2011,4.9,13.6
17/06/2011,4,17
18/06/2011,7.6,15
19/06/2011,8.7,14.8
20/06/2011,7.8,13.8
21/06/2011,9.5,11.9
22/06/2011,7.2,14.4
23/06/2011,6.8,17.8
24/06/2011,9.8,18
25/06/2011,7.7,16.8
26/06/2011,9.6,17.9
27/06/2011,11.2,22.7
28/06/2011,12.8,23.3
29/06/2011,10.4,26.7
30/06/2011,8.6,16.3
01/07/2011,10.3,17.1
02/07/2011,6.5,14.7
03/07/2011,8.7,19.9
04/07/2011,9.3,20.6
05/07/2011,8.3,17.9
06/07/2011,7.6,19.2
07/07/2011,13.4,25.9
08/07/2011,16.1,26.9
09/07/2011,13.3,24.2
10/07/2011,14.6,23.9
11/07/2011,9.1,15.7
12/07/2011,7.6,14.7
13/07/2011,6.2,14.3
14/07/2011,3.8,16.5
15/07/2011,3.1,20.7
16/07/2011,7.8,16.7
17/07/2011,9.7,19.4
18/07/2011,12.8,18.9
19/07/2011,14.6,24.2
20/07/2011,12.6,22.5
21/07/2011,12.5,19.9
22/07/2011,10.8,18
23/07/2011,12.2,14.6
24/07/2011,11.7,20.3
25/07/2011,10.6,20.5
26/07/2011,11.1,20.5
27/07/2011,10.9,19.1
28/07/2011,12.9,21
29/07/2011,10.4,19.4
30/07/2011,9.5,18.8
31/07/2011,7.4,22
01/08/2011,7.4,22.8
02/08/2011,9,19
03/08/2011,7.7,14.4
04/08/2011,0.2,17
05/08/2011,5.8,12.8
06/08/2011,3.5,13.4
07/08/2011,6.1,11.2
08/08/2011,5.4,10
09/08/2011,5.6,12.2
10/08/2011,5.4,11
11/08/2011,2.7,11.3
12/08/2011,-0.8,14.3
13/08/2011,5.6,19.1
14/08/2011,7.6,19.8
15/08/2011,5,18.8
16/08/2011,9.9,17.8
17/08/2011,10.9,17.9
18/08/2011,5.8,16.4
19/08/2011,8.1,12.7
20/08/2011,8.3,13.4
21/08/2011,10.2,15.3
22/08/2011,9.7,16.8
23/08/2011,9.6,15.3
24/08/2011,2.6,19
25/08/2011,10.8,18.3
26/08/2011,7.8,16.7
27/08/2011,13.4,20.5
28/08/2011,8.8,13.9
29/08/2011,6.7,9.7
30/08/2011,6.9,9.9
31/08/2011,1.3,10.1
01/09/2011,7,11.3
02/09/2011,7.6,12.5
03/09/2011,6.9,12.6
04/09/2011,9.9,14.1
05/09/2011,12.9,16.7
06/09/2011,9.5,14.9
07/09/2011,9.8,14.1
08/09/2011,8.7,14.7
09/09/2011,6.6,15.4
10/09/2011,9.3,14.4
11/09/2011,9.4,13.2
12/09/2011,10.6,13.1
13/09/2011,10,12.2
14/09/2011,8.5,11.2
15/09/2011,4.7,10.7
16/09/2011,1.7,11
17/09/2011,3.7,12.5
18/09/2011,0.6,13.3
19/09/2011,0.8,9.4
20/09/2011,5.4,8.1
21/09/2011,4.2,6.7
22/09/2011,2.5,4.2
23/09/2011,2.3,5.5
24/09/2011,2,8.2
25/09/2011,-1.5,11.5
26/09/2011,4.5,8.5
27/09/2011,-1.1,8.8
28/09/2011,1,8.8
29/09/2011,4.4,11.7
30/09/2011,-3.3,8.6
01/10/2011,4,7.3
02/10/2011,0.7,8.2
03/10/2011,1.8,5.3
04/10/2011,-0.5,3.5
05/10/2011,-0.9,2.4
06/10/2011,0.5,4.2
07/10/2011,-2,4.5
08/10/2011,-8.7,1.1
09/10/2011,-1.8,2.3
10/10/2011,-3.5,0.3
11/10/2011,-3.5,4.6
12/10/2011,-3.3,3.1
13/10/2011,-5.7,1.3
14/10/2011,-0.7,5.6
15/10/2011,2.6,9.1
16/10/2011,0.4,7.3
17/10/2011,0.2,5.7
18/10/2011,1.5,5.5
19/10/2011,-0.6,5.3
20/10/2011,0.6,3.8
21/10/2011,-5.6,1.1
22/10/2011,-4.3,1.5
23/10/2011,0.1,3
24/10/2011,-3.1,3.2
25/10/2011,-7.6,-2.8
26/10/2011,-4,-0.4
27/10/2011,-0.4,3.1
28/10/2011,0.9,5.8
29/10/2011,0.9,3.5
30/10/2011,-1.3,2.6
31/10/2011,0.2,5.9
01/11/2011,2.4,6.3
02/11/2011,-2.8,2.9
03/11/2011,-3.6,-0.1
04/11/2011,-0.1,4.8
05/11/2011,3.2,5.3
06/11/2011,-0.6,3.6
07/11/2011,-0.3,3
08/11/2011,-2.5,3.2
09/11/2011,-5.1,3.6
10/11/2011,1.3,4.6
11/11/2011,-4,3.5
12/11/2011,-5.8,2.5
13/11/2011,-5.2,3.6
14/11/2011,-6.5,-0.6
15/11/2011,-3.6,5.8
16/11/2011,-5.7,3
17/11/2011,-8.1,-1.4
18/11/2011,-15.1,-3.2
19/11/2011,-20.1,-11.8
20/11/2011,-12,-7.2
21/11/2011,-7.6,-4.8
22/11/2011,-6.6,-0.9
23/11/2011,-2.5,1.8
24/11/2011,-2.9,1.6
25/11/2011,-7.9,-1.6
26/11/2011,-17.1,-7.4
27/11/2011,-18.3,-6.6
28/11/2011,-21.7,-1.9
29/11/2011,-3.9,2.7
30/11/2011,-1.2,1.6
01/12/2011,-0.1,2.4
02/12/2011,-13.2,0.8
03/12/2011,-7.5,-0.2
04/12/2011,-3,-0.8
05/12/2011,-4.8,-2.8
06/12/2011,-18.5,-4.8
07/12/2011,-18.9,-9.4
08/12/2011,-15.1,-3.2
09/12/2011,-5.6,-4.2
10/12/2011,-16.2,-5.5
11/12/2011,-24.1,-10.2
12/12/2011,-18.8,-6.3
13/12/2011,-6.7,-0.2
14/12/2011,-0.4,1.2
15/12/2011,-2.5,0
16/12/2011,-6.5,-1.9
17/12/2011,-9.1,-1.3
18/12/2011,-4.6,-2.5
19/12/2011,-5.7,-2.4
20/12/2011,-9.6,-5.7
21/12/2011,-14.5,-6.7
22/12/2011,-7.2,-0.7
23/12/2011,-3.2,0.8
24/12/2011,-9.1,-2.8
25/12/2011,-6.7,0.8
26/12/2011,-21.9,-3.9
27/12/2011,-9.9,-3
28/12/2011,-17.7,-6.5
29/12/2011,-8.5,-6.2
30/12/2011,-7.3,-4.4
31/12/2011,-7.5,-4.7
01/01/2012,-9.2,-6.6
02/01/2012,-8.6,-5.3
03/01/2012,-7,-3.4
04/01/2012,-14.3,-7
05/01/2012,-14.1,-6.7
06/01/2012,-6.7,-3.7
07/01/2012,-21.9,-4.2
08/01/2012,-27.6,-14.5
09/01/2012,-27.2,-10.2
10/01/2012,-15.6,-9.2
11/01/2012,-11.3,-8.9
12/01/2012,-19.2,-8.1
13/01/2012,-27.8,-9.8
14/01/2012,-29.3,-8
15/01/2012,-11.9,-7.1
16/01/2012,-19.9,-8.9
17/01/2012,-11.5,-7.7
18/01/2012,-9.1,-6.7
19/01/2012,-11.6,-8
20/01/2012,-9.7,-7.6
21/01/2012,-17.5,-8.8
22/01/2012,-24.1,-15.7
23/01/2012,-28.6,-19.9
24/01/2012,-34.8,-12.8
25/01/2012,-18,-8.3
26/01/2012,-12.9,-7.7
27/01/2012,-20,-12
28/01/2012,-32.2,-19.3
29/01/2012,-33.5,-26.7
30/01/2012,-34.1,-22.3
31/01/2012,-26.6,-21.4
01/02/2012,-28,-19.3
02/02/2012,-37.4,-27
03/02/2012,-37.9,-31.3
04/02/2012,-40.6,-30
05/02/2012,-39.2,-28.6
06/02/2012,-39.9,-29
07/02/2012,-29.3,-11.3
08/02/2012,-21,-10.8
09/02/2012,-18.9,-10.4
10/02/2012,-10.4,0.6
11/02/2012,-13.1,-0.5
12/02/2012,-23.9,-10.3
13/02/2012,-15.4,-7.6
14/02/2012,-22.2,-8.1
15/02/2012,-29.9,-14.7
16/02/2012,-25,-12.5
17/02/2012,-28.2,-2.6
18/02/2012,-7.2,-2.3
19/02/2012,-14.4,-7.2
20/02/2012,-14.2,-2.8
21/02/2012,-14.2,-4.3
22/02/2012,-11.4,-5.6
23/02/2012,-24.7,-10.5
24/02/2012,-20.5,-7.4
25/02/2012,-22.5,-7
26/02/2012,-28.6,-7.5
27/02/2012,-8.9,-3
28/02/2012,-11,-1.4
29/02/2012,-11.1,1.8
01/03/2012,-5.2,1.2
02/03/2012,-12.4,-0.6
03/03/2012,-24.1,-3.9
04/03/2012,-10.2,-6.1
05/03/2012,-12.5,-5.8
06/03/2012,-8.7,-4.2
07/03/2012,-5.8,-2.3
08/03/2012,-3.7,-1.2
09/03/2012,-7.8,2.6
10/03/2012,-6.2,0.7
11/03/2012,-6.8,0.9
12/03/2012,-11.2,-2.4
13/03/2012,-10.2,-0.2
14/03/2012,-17.8,0.3
15/03/2012,-1.5,4.5
16/03/2012,-8,-0.1
17/03/2012,-10.5,-0.5
18/03/2012,-16.3,-3.9
19/03/2012,-11,-1.6
20/03/2012,-22.1,-4.4
21/03/2012,-9.2,2.7
22/03/2012,-5.1,1.8
23/03/2012,-19.1,-0.8
24/03/2012,-11.6,0.1
25/03/2012,-4.9,-1
26/03/2012,-4.5,3.6
27/03/2012,-2.3,4.3
28/03/2012,-12.6,-2.1
29/03/2012,-26.2,-4.2
30/03/2012,-17.1,-3.2
31/03/2012,-25.5,-6
01/04/2012,-18.1,-7
02/04/2012,-13.7,-3.2
03/04/2012,-18.6,-0.9
04/04/2012,-16.2,-3.6
05/04/2012,-23.7,-2.8
06/04/2012,-13.6,-0.6
07/04/2012,-16.3,-1.3
08/04/2012,-23.2,0.5
09/04/2012,-21.9,-1.1
10/04/2012,-2.4,3.2
11/04/2012,-1,1.8
12/04/2012,-7.9,2.9
13/04/2012,-16,0.7
14/04/2012,-9.8,-1.1
15/04/2012,-15.8,0
16/04/2012,-19.7,-0.2
17/04/2012,-12.3,-1.2
18/04/2012,-8.1,1.1
19/04/2012,-2.3,3.4
20/04/2012,-4,0.1
21/04/2012,-2.3,0.7
22/04/2012,-3.5,2.9
23/04/2012,-1.5,2.8
24/04/2012,-0.1,6.4
25/04/2012,-5.9,8.7
26/04/2012,0.9,5
27/04/2012,0.5,5.2
28/04/2012,-4,4.4
29/04/2012,-0.9,5.9
30/04/2012,-4.8,1.5
01/05/2012,-1,4.6
02/05/2012,-3.1,1.8
03/05/2012,-9.8,1.4
04/05/2012,-5.9,3.6
05/05/2012,-2.9,0.8
06/05/2012,-1.9,6.8
07/05/2012,-3.7,4.8
08/05/2012,-3.5,8.3
09/05/2012,1.1,8.6
10/05/2012,-1.1,6.3
11/05/2012,-1.2,3.9
12/05/2012,-3.5,5.4
13/05/2012,0.5,4.3
14/05/2012,2.9,10.2
15/05/2012,1.2,12.5
16/05/2012,2.9,10.2
17/05/2012,2.9,6.7
18/05/2012,3.3,8.5
19/05/2012,0.3,7.8
20/05/2012,0.2,7.9
21/05/2012,-0.4,7.4
22/05/2012,-2.1,13.6
23/05/2012,-0.2,14.8
24/05/2012,6.4,13.3
25/05/2012,4.8,11.1
26/05/2012,4.2,18.3
27/05/2012,2.4,10
28/05/2012,0.1,6.9
29/05/2012,-0.9,7.2
30/05/2012,-2,8.1
31/05/2012,1,8
01/06/2012,2.3,12.2
02/06/2012,5.1,15
03/06/2012,6.8,15
04/06/2012,1.9,12.4
05/06/2012,5.9,13.9
06/06/2012,3.1,9.6
07/06/2012,0.9,8.8
08/06/2012,2.5,7.6
09/06/2012,-0.4,9.1
10/06/2012,5.1,13.4
11/06/2012,3.4,13.2
12/06/2012,5.7,10.1
13/06/2012,5,15.4
14/06/2012,6.9,16.1
15/06/2012,4.5,14
16/06/2012,7.6,17.5
17/06/2012,10.9,12.9
18/06/2012,7.5,11.9
19/06/2012,5.5,7.9
20/06/2012,4.9,10.8
21/06/2012,3,14
22/06/2012,3.8,20.1
23/06/2012,8.8,22.1
24/06/2012,9.7,18.7
25/06/2012,8.7,14.6
26/06/2012,2.8,12.5
27/06/2012,2.7,11.1
28/06/2012,-0.4,13.8
29/06/2012,7.5,13.3
30/06/2012,9.4,15.9
01/07/2012,11,18
02/07/2012,6.5,13.7
03/07/2012,2,15.4
04/07/2012,6.4,20.2
05/07/2012,12.1,20.6
06/07/2012,7.4,19
07/07/2012,4.9,17.6
08/07/2012,6.8,16.8
09/07/2012,0.6,18.8
10/07/2012,7.3,19.6
11/07/2012,10.5,19.2
12/07/2012,13.1,21.1
13/07/2012,11.5,19.6
14/07/2012,10.1,19.5
15/07/2012,10.3,20.3
16/07/2012,4.4,17
17/07/2012,9.4,16
18/07/2012,7.2,12.9
19/07/2012,5.6,15.1
20/07/2012,6.5,14.1
21/07/2012,3.9,15.4
22/07/2012,1.5,15.6
23/07/2012,8.3,19
24/07/2012,8.2,16.9
25/07/2012,6.2,15.8
26/07/2012,5.5,16.5
27/07/2012,8.5,16.4
28/07/2012,12.6,16
29/07/2012,9.7,14.8
30/07/2012,11.2,15.4
31/07/2012,12.8,18.8
01/08/2012,7.3,18.7
02/08/2012,3.7,16.6
03/08/2012,8.2,16.2
04/08/2012,0.6,14.6
05/08/2012,6.9,13.9
06/08/2012,2.1,13
07/08/2012,4,14
08/08/2012,5.6,15.9
09/08/2012,3.5,19.6
10/08/2012,7.8,17.3
11/08/2012,7.3,19.7
12/08/2012,6.4,21.4
13/08/2012,5.4,24.7
14/08/2012,8,21.9
15/08/2012,10.4,22.9
16/08/2012,8.4,18.1
17/08/2012,7.7,13.7
18/08/2012,4.5,10.6
19/08/2012,-1.8,17.9
20/08/2012,1.4,18.3
21/08/2012,5.4,14.2
22/08/2012,1.7,10.4
23/08/2012,4.2,10.3
24/08/2012,1.1,14.7
25/08/2012,6.1,14.3
26/08/2012,4.5,10.2
27/08/2012,3.6,14.2
28/08/2012,8.3,12.7
29/08/2012,8.8,14
30/08/2012,6.7,11
31/08/2012,7.9,14.8
01/09/2012,9.6,14.2
02/09/2012,7.5,16.9
03/09/2012,-0.3,11.6
04/09/2012,6.9,12.7
05/09/2012,4.2,11.2
06/09/2012,-1.5,9.3
07/09/2012,0.8,9
08/09/2012,3,9.8
09/09/2012,-5.3,10.1
10/09/2012,5.6,10.9
11/09/2012,10.5,15.3
12/09/2012,5,12.6
13/09/2012,2.4,9
14/09/2012,4.7,11
15/09/2012,-2.1,13.4
16/09/2012,5.4,9.3
17/09/2012,5.7,9.2
18/09/2012,-0.7,11.8
19/09/2012,-1.2,4.6
20/09/2012,2.1,8.9
21/09/2012,-1.7,8.5
22/09/2012,-0.6,9.2
23/09/2012,-4.5,6.9
24/09/2012,-0.1,5.6
25/09/2012,-0.5,5.5
26/09/2012,-1.2,4
27/09/2012,0.2,3.5
28/09/2012,0.2,3.9
29/09/2012,-0.8,4.4
30/09/2012,4.3,7.9
01/10/2012,3.6,7.4
02/10/2012,3.3,10.6
03/10/2012,-2.8,6.8
04/10/2012,4.6,7.7
05/10/2012,4.3,7.2
06/10/2012,0.7,6.8
07/10/2012,3,4.8
08/10/2012,2.6,5
09/10/2012,2.3,4.7
10/10/2012,-0.5,4
11/10/2012,-0.4,3.7
12/10/2012,0.9,4.4
13/10/2012,0.2,3.3
14/10/2012,-0.9,1.3
15/10/2012,-6.2,-0.2
16/10/2012,-9.9,-0.8
17/10/2012,-3.9,-1
18/10/2012,-13,0.8
19/10/2012,-5.6,2.4
20/10/2012,-8.7,1.2
21/10/2012,-7.1,1.9
22/10/2012,-7.5,1.6
23/10/2012,-5.8,0.8
24/10/2012,-15,-5.7
25/10/2012,-12.4,0.3
26/10/2012,-6.8,-1.1
27/10/2012,-20.6,-6.8
28/10/2012,-11.9,-7.8
29/10/2012,-12.9,-1.1
30/10/2012,-4.9,-0.8
31/10/2012,-5.1,-2.7
01/11/2012,-3.3,0.4
02/11/2012,-0.9,-0.3
03/11/2012,-3.1,-0.7
04/11/2012,-3.5,1.4
05/11/2012,-12.3,0.6
06/11/2012,-13.7,-4.4
07/11/2012,-13.6,-3.1
08/11/2012,-19.7,-4.8
09/11/2012,-14.7,-0.3
10/11/2012,-1.5,1.3
11/11/2012,-4.9,0.9
12/11/2012,-7.5,-2.9
13/11/2012,-16.6,-5.9
14/11/2012,-8.5,1.9
15/11/2012,-11.6,-3.2
16/11/2012,-16.6,-5.2
17/11/2012,-8.3,0.1
18/11/2012,-5.7,0.4
19/11/2012,-22.9,-4.3
20/11/2012,-21.2,-3.3
21/11/2012,-11.4,1.2
22/11/2012,-11.9,-1.6
23/11/2012,-2,0.8
24/11/2012,-9.1,0.9
25/11/2012,-17,-5.7
26/11/2012,-5.7,-3.6
27/11/2012,-12.9,-5.4
28/11/2012,-16.3,-11
29/11/2012,-32.4,-15.6
30/11/2012,-32.6,-22.4
01/12/2012,-29.3,-9.2
02/12/2012,-17,-5.8
03/12/2012,-15.7,-5.7
04/12/2012,-22.6,-6.8
05/12/2012,-19.9,-10.2
06/12/2012,-23.6,-15.7
07/12/2012,-17.3,-7.5
08/12/2012,-11.8,-6.2
09/12/2012,-12.2,-8.8
10/12/2012,-31.8,-11.9
11/12/2012,-32.3,-16.4
12/12/2012,-16.4,-6.5
13/12/2012,-8.8,-6.3
14/12/2012,-10.9,-6
15/12/2012,-12.1,-7.6
16/12/2012,-8.6,-7.4
17/12/2012,-10.2,-7.3
18/12/2012,-21.7,-10
19/12/2012,-31.8,-19.8
20/12/2012,-31.4,-18.1
21/12/2012,-32.8,-26.5
22/12/2012,-35.8,-28.2
23/12/2012,-36.2,-30.4
24/12/2012,-35.7,-30.4
25/12/2012,-36.1,-27.8
26/12/2012,-33.3,-14.6
27/12/2012,-28.5,-20.2
28/12/2012,-29.9,-16.4
29/12/2012,-19.9,-3
30/12/2012,-4.5,-0.3
31/12/2012,-4.8,-2.4
01/01/2013,-19.8,-2.9
02/01/2013,-20.6,-13.8
03/01/2013,-22.4,-9.6
04/01/2013,-19,-6.3
05/01/2013,-21.9,-6.4
06/01/2013,-18.1,-6.4
07/01/2013,-18.8,-9.8
08/01/2013,-13.8,-4.3
09/01/2013,-7.6,-4.3
10/01/2013,-16.8,-5.6
11/01/2013,-7.8,-0.5
12/01/2013,-13.4,-7
13/01/2013,-12.1,-5.7
14/01/2013,-12.5,-9.5
15/01/2013,-19.6,-8.8
16/01/2013,-22.4,-17.1
17/01/2013,-18.6,0.7
18/01/2013,-9.7,1.1
19/01/2013,-17.2,-8.2
20/01/2013,-11.6,-0.6
21/01/2013,-10.9,-0.7
22/01/2013,-17.8,-6.5
23/01/2013,-16.5,-4.9
24/01/2013,-29,-12
25/01/2013,-29.9,-19.8
26/01/2013,-33.2,-17.6
27/01/2013,-37.8,-13.2
28/01/2013,-13.2,-9.7
29/01/2013,-26.6,-11.3
30/01/2013,-12.5,-3.8
31/01/2013,-7.2,-3.5
01/02/2013,-15.7,-5.4
02/02/2013,-12.1,-7.9
03/02/2013,-13.4,-6.1
04/02/2013,-7.3,-5.8
05/02/2013,-20.2,-7.3
06/02/2013,-32.4,-18.7
07/02/2013,-36.3,-20.9
08/02/2013,-31.5,-24.3
09/02/2013,-33.5,-14.8
10/02/2013,-19.4,-13
11/02/2013,-21.1,-5.6
12/02/2013,-9.2,-4.3
13/02/2013,-7.8,-4.8
14/02/2013,-5.9,-3.5
15/02/2013,-18.4,-4.2
16/02/2013,-17.8,-7.3
17/02/2013,-18.4,-3.2
18/02/2013,-23.9,-5.9
19/02/2013,-24.8,-5.1
20/02/2013,-7.4,0.7
21/02/2013,-16.8,-7.3
22/02/2013,-9.1,2.8
23/02/2013,-1.6,3.6
24/02/2013,-1.4,3
25/02/2013,-4.9,3
26/02/2013,-9.8,3.5
27/02/2013,-9.6,0.9
28/02/2013,-21.6,-9.6
01/03/2013,-24.8,-12.5
02/03/2013,-20.6,-12.2
03/03/2013,-31.4,-9.8
04/03/2013,-27,-12.7
05/03/2013,-25.1,-8.1
06/03/2013,-19,-6.6
07/03/2013,-20,-9.1
08/03/2013,-31.4,-9.4
09/03/2013,-14.4,-6.1
10/03/2013,-21.4,-9.8
11/03/2013,-32.5,-11
12/03/2013,-30.6,-10.2
13/03/2013,-27.9,-15.9
14/03/2013,-33.4,-19.7
15/03/2013,-34.9,-9.6
16/03/2013,-13.6,-6.7
17/03/2013,-9.1,-5
18/03/2013,-24.6,-8.9
19/03/2013,-22.2,-10.6
20/03/2013,-19.7,-6.4
21/03/2013,-11.7,-2.5
22/03/2013,-9.7,-1.9
23/03/2013,-11.9,-0.8
24/03/2013,-11.7,-3
25/03/2013,-19.3,-3.2
26/03/2013,-9.7,-3.2
27/03/2013,-14.6,-3.9
28/03/2013,-17.6,-3
29/03/2013,-16.7,-1.7
30/03/2013,-10.4,1.6
31/03/2013,-13.3,-1
01/04/2013,-14.7,-1.5
02/04/2013,-14.2,-1.8
03/04/2013,-10.8,-2
04/04/2013,-24.6,-2.2
05/04/2013,-12.7,-0.8
06/04/2013,-20.7,-5.4
07/04/2013,-12.3,-5.9
08/04/2013,-26.4,-4.8
09/04/2013,-20.3,0.3
10/04/2013,-10.8,2.1
11/04/2013,-11.7,2.3
12/04/2013,-8.4,0.8
13/04/2013,-4.3,4.8
14/04/2013,-1.1,6.2
15/04/2013,-4.7,7.2
16/04/2013,-0.9,5
17/04/2013,-0.3,7.2
18/04/2013,-0.1,2.6
19/04/2013,-1.4,2.7
20/04/2013,-5.4,5.6
21/04/2013,-0.3,6.1
22/04/2013,0.1,3.3
23/04/2013,0.2,3.8
24/04/2013,-2,4.6
25/04/2013,-8.1,3.7
26/04/2013,-3.8,2.5
27/04/2013,-8.7,3.3
28/04/2013,-3.2,2.8
29/04/2013,-0.3,2.9
30/04/2013,-0.7,3.3
01/05/2013,-9.1,5.8
02/05/2013,-6.8,5.8
03/05/2013,-0.4,3.8
04/05/2013,-5.6,4.6
05/05/2013,0.8,9.1
06/05/2013,1.7,7
07/05/2013,-0.4,4.3
08/05/2013,-4.1,3.9
09/05/2013,0.8,7.5
10/05/2013,0,5.8
11/05/2013,-0.1,5.9
12/05/2013,0.2,3.9
13/05/2013,0.3,4.1
14/05/2013,0.1,7.2
15/05/2013,0.7,15.3
16/05/2013,4.1,19.4
17/05/2013,2.4,17.8
18/05/2013,3.5,9.4
19/05/2013,3.5,9.7
20/05/2013,6,18.6
21/05/2013,9.9,19.3
22/05/2013,6.9,17.9
23/05/2013,5.2,18.9
24/05/2013,3.1,16.5
25/05/2013,-0.4,15.2
26/05/2013,8,21.6
27/05/2013,12.4,23.4
28/05/2013,11.4,25.6
29/05/2013,9,27
30/05/2013,10.2,28.2
31/05/2013,10.5,27
01/06/2013,11,17.4
02/06/2013,11,23.8
03/06/2013,5.5,11.7
04/06/2013,5.6,15.5
05/06/2013,7.1,22.2
06/06/2013,10.2,22.8
07/06/2013,10.5,19.7
08/06/2013,8.6,17.9
09/06/2013,7.8,15.8
10/06/2013,2.1,10.3
11/06/2013,2.1,9.5
12/06/2013,1.7,18
13/06/2013,8.1,16.7
14/06/2013,9.6,16.4
15/06/2013,5.3,13.5
16/06/2013,5.2,11.2
17/06/2013,5.7,11.8
18/06/2013,6.9,16.4
19/06/2013,9.6,15.1
20/06/2013,8.7,17.4
21/06/2013,12.1,20.1
22/06/2013,13.8,17.9
23/06/2013,14.4,24.3
24/06/2013,12.8,22.5
25/06/2013,9.7,17.5
26/06/2013,9.2,15.1
27/06/2013,10,15.7
28/06/2013,13.3,21.8
29/06/2013,13.2,19.3
30/06/2013,10,20.6
01/07/2013,13.1,18.8
02/07/2013,10.9,18.5
03/07/2013,9,21.4
04/07/2013,11.7,19.5
05/07/2013,12.1,19
06/07/2013,7.7,20.2
07/07/2013,7.7,16.7
08/07/2013,4.4,12.6
09/07/2013,6.4,14.2
10/07/2013,6.9,14.6
11/07/2013,5.1,16.3
12/07/2013,8,15.1
13/07/2013,5,14.8
14/07/2013,5.6,16.9
15/07/2013,9.1,14.9
16/07/2013,5,13.6
17/07/2013,5.7,14.2
18/07/2013,7.8,13.5
19/07/2013,6.9,14.5
20/07/2013,8.1,13.6
21/07/2013,3.3,13.2
22/07/2013,1.7,21
23/07/2013,5.5,22.5
24/07/2013,8.1,24.8
25/07/2013,9.9,20.5
26/07/2013,10.4,24.6
27/07/2013,12.2,25.8
28/07/2013,13.1,24.4
29/07/2013,14.2,22.4
30/07/2013,13.9,20.2
31/07/2013,13.5,17.2
01/08/2013,11.2,16.8
02/08/2013,9.3,21.6
03/08/2013,15.7,23.4
04/08/2013,11.4,19.5
05/08/2013,7,21.5
06/08/2013,14,20.5
07/08/2013,10,17.5
08/08/2013,3.5,14.5
09/08/2013,2,17.5
10/08/2013,3,18
11/08/2013,7,17
12/08/2013,3.5,17.5
13/08/2013,8,13.5
14/08/2013,8,14.5
15/08/2013,6.5,13.5
16/08/2013,10,13
17/08/2013,8,18
18/08/2013,13,17.5
19/08/2013,2.5,18
20/08/2013,3.5,16
21/08/2013,5,11.5
22/08/2013,4,16
23/08/2013,5,18.5
24/08/2013,6.5,20.5
25/08/2013,8,16.9
26/08/2013,10.7,19.6
27/08/2013,9.6,15.4
28/08/2013,1.5,13.4
29/08/2013,2.2,15.3
30/08/2013,-1.1,16.4
31/08/2013,0.4,14.9
01/09/2013,8.5,14.9
02/09/2013,6.1,16.6
03/09/2013,6.9,14.7
04/09/2013,7,20.4
05/09/2013,7.9,16.4
06/09/2013,7.4,14.2
07/09/2013,1.7,17.4
08/09/2013,1,14
09/09/2013,11.1,16.4
10/09/2013,7.2,13.6
11/09/2013,0.3,13.5
12/09/2013,4.6,15.2
13/09/2013,7,15
14/09/2013,12.2,15.9
15/09/2013,9.6,14
16/09/2013,7.8,11
17/09/2013,8.5,14
18/09/2013,10.1,12.4
19/09/2013,9.3,11
20/09/2013,7.9,10
21/09/2013,5.6,8.1
22/09/2013,2.1,7.3
23/09/2013,1.4,6.2
24/09/2013,-0.7,5.3
25/09/2013,-2.6,5.2
26/09/2013,3.4,5.3
27/09/2013,2.5,5.7
28/09/2013,1.7,4.8
29/09/2013,-1.4,3.9
