MASK,KARTERAD,PALS,PALS_VATT,PALS_HA,PALSVATTHA,Shape_area,Shape_len,In_count,In_sum,In_mean,In_median,In_stdev,In_min,In_max,In_range,In_minority,In_majority,In_variety,In_variance,ro_count,ro_sum,ro_mean,ro_median,ro_stdev,ro_min,ro_max,ro_range,ro_minority,ro_majority,ro_variety,ro_variance
INOM,KLAR,"7","2",0.07000000,0.02000000,10000.00000000000,400.00000000000,25,-0.0652272804873064,-0.00260909121949226,-0.00267686531879008,0.000636980990290986,-0.00337338959798217,-0.000808803830295801,0.00256458576768637,-0.00337338959798217,-0.00337338959798217,25,4.05744781992086e-07,2500,726.503723144531,0.290601489257812,0.204803466796875,0.26739077862186,0.01104736328125,1.8095703125,1.79852294921875,0.01104736328125,0.123291015625,2005,0.0714978284920043
INOM,KLAR,"7","0",0.07000000,0.00000000,10000.00000000000,400.00000000000,25,-0.0618423932464793,-0.00247369572985917,-0.00248285243287683,0.000412586010809339,-0.00345860770903528,-0.00178058270830661,0.00167802500072867,-0.00345860770903528,-0.00345860770903528,25,1.70227216315564e-07,2500,491.816345214844,0.196726538085938,0.144622802734375,0.173191224984527,0.01080322265625,0.98822021484375,0.9774169921875,0.01080322265625,0.10516357421875,1929,0.029995200411641
INOM,KLAR,"1","0",0.01000000,0.00000000,10000.00000000000,400.00000000000,25,-0.066716797882691,-0.00266867191530764,-0.00265471334569156,0.000483789392090492,-0.00349666830152273,-0.00143854494672269,0.00205812335480005,-0.00349666830152273,-0.00349666830152273,25,2.34052175899288e-07,2478,515.528930664063,0.208042344900752,0.16131591796875,0.152144959717706,0.0067138671875,0.84466552734375,0.83795166015625,0.0067138671875,0.0662841796875,1941,0.0231480887675023
INOM,KLAR,"2","2",0.02000000,0.02000000,10000.00000000000,400.00000000000,25,0.00959595528274804,0.000383838211309921,0.000468139653094113,0.000847866860346106,-0.00115660286974162,0.00213722186163068,0.0032938247313723,-0.00115660286974162,-0.00115660286974162,25,7.18878212873163e-07,2500,970.83349609375,0.3883333984375,0.305999755859375,0.271990645991428,0.0277099609375,1.57647705078125,1.54876708984375,0.0277099609375,0.1881103515625,2094,0.0739789115068341
INOM,KLAR,"7","1",0.07000000,0.01000000,10000.00000000000,400.00000000000,25,0.0555542754009366,0.00222217101603746,0.00213469192385674,0.00075159465922264,0.000957188429310918,0.00398171273991466,0.00302452431060374,0.000957188429310918,0.000957188429310918,25,5.64894531771997e-07,2500,720.45947265625,0.2881837890625,0.22216796875,0.222761558994534,0.02215576171875,1.6212158203125,1.59906005859375,0.02215576171875,0.06268310546875,1988,0.0496227121656752
INOM,KLAR,"22","0",0.22000000,0.00000000,10000.00000000000,400.00000000000,25,0.0142667680183877,0.000570670720735507,0.000743108685128391,0.000769227914036619,-0.00127590377815068,0.00153292587492615,0.00280882965307683,-0.00127590377815068,-0.00127590377815068,25,5.91711583733128e-07,2500,382.884643554688,0.153153857421875,0.124603271484375,0.0983639415316476,0.0137939453125,0.65167236328125,0.63787841796875,0.0137939453125,0.098388671875,1679,0.00967546499364139
INOM,KLAR,"24","0",0.24000000,0.00000000,10000.00000000000,400.00000000000,25,-0.00987790907674935,-0.000395116363069974,-0.000269639131147414,0.000795784028930782,-0.00220730411820114,0.000874643446877599,0.00308194756507874,-0.00220730411820114,-0.00220730411820114,25,6.33272220701308e-07,2500,491.600280761719,0.196640112304688,0.15350341796875,0.13344249190447,0.00933837890625,0.74365234375,0.73431396484375,0.00933837890625,0.113525390625,1827,0.0178068986456746
INOM,KLAR,"0","6",0.00000000,0.06000000,10000.00000000000,400.00000000000,0,0,,,,,,,,,,,0,0,,,,,,,,,,
INOM,KLAR,"0","5",0.00000000,0.05000000,10000.00000000000,400.00000000000,0,0,,,,,,,,,,,0,0,,,,,,,,,,
INOM,KLAR,"9","4",0.09000000,0.04000000,10000.00000000000,400.00000000000,25,0.0175032270635711,0.000700129082542844,0.000878476595971733,0.000534442931510692,-0.000469914404675364,0.0018235951429233,0.00229350954759866,-0.000469914404675364,-0.000469914404675364,25,2.85629247041743e-07,2499,305.364379882813,0.122194629805047,0.0992431640625,0.0891072860782688,0.01007080078125,0.71563720703125,0.70556640625,0.01007080078125,0.08905029296875,1596,0.00794010843223444
INOM,KLAR,"1","1",0.01000000,0.01000000,10000.00000000000,400.00000000000,25,0.0251761030522175,0.0010070441220887,0.00116241059731692,0.000979318473312818,-0.0013432337436825,0.00268912431783974,0.00403235806152225,-0.0013432337436825,-0.0013432337436825,25,9.59064672171748e-07,2489,340.339904785156,0.136737607386563,0.12298583984375,0.0921413575814214,0.0064697265625,0.4586181640625,0.4521484375,0.0064697265625,0.02703857421875,1736,0.00849002977694737
INOM,KLAR,"2","13",0.02000000,0.13000000,10000.00000000000,400.00000000000,25,0.0403659981675446,0.00161463992670178,0.00161415536422282,0.00085951754843121,-0.000780233705881983,0.00344355870038271,0.00422379240626469,-0.000780233705881983,-0.000780233705881983,25,7.38770416061197e-07,2500,342.056335449219,0.136822534179688,0.103668212890625,0.115096179860119,0.00738525390625,0.80694580078125,0.799560546875,0.00738525390625,0.02874755859375,1759,0.0132471306183928
INOM,KLAR,"5","1",0.05000000,0.01000000,10000.00000000000,400.00000000000,20,0.000226469855988398,1.13234927994199e-05,-0.000229490295168944,0.00124389967204872,-0.00160035805311054,0.00198537716642022,0.00358573521953076,-0.00160035805311054,-0.00131648709066212,18,1.5472863941229e-06,1940,226.084533691406,0.11653841942856,0.019775390625,0.188393069562162,0.00390625,1.02484130859375,1.02093505859375,0.00390625,0.009765625,977,0.0354919486590538
INOM,KLAR,"25","3",0.25000000,0.03000000,10000.00000000000,400.00000000000,25,0.0230596130422782,0.000922384521691129,0.00106575491372496,0.000768772566450544,-0.000397467229049653,0.00241080927662551,0.00280827650567517,-0.000397467229049653,-0.000397467229049653,25,5.91011258926956e-07,2500,250.045654296875,0.10001826171875,0.0831298828125,0.0626950417842357,0.009765625,0.33770751953125,0.32794189453125,0.009765625,0.064697265625,1580,0.00393066826432706
INOM,KLAR,"29","10",0.29000000,0.10000000,10000.00000000000,400.00000000000,25,-0.00131927176698809,-5.27708706795238e-05,-1.65558303706348e-05,0.000480229538523282,-0.00109896843787283,0.000810590980108827,0.00190955941798165,-0.00109896843787283,-0.00109896843787283,25,2.30620409670284e-07,2500,550.950622558594,0.220380249023438,0.172271728515625,0.170579460012108,0.006103515625,0.7769775390625,0.7708740234375,0.006103515625,0.043212890625,1915,0.0290973521780223
INOM,KLAR,"57","2",0.57000000,0.02000000,10000.00000000000,400.00000000000,25,0.00894774116022745,0.000357909646409098,0.000368346925824881,0.000548161756509865,-0.000580526248086244,0.00141393789090216,0.00199446413898841,-0.000580526248086244,-0.000580526248086244,25,3.0048131129998e-07,2500,885.220275878906,0.354088110351563,0.32049560546875,0.18838112605755,0.019287109375,0.98345947265625,0.96417236328125,0.019287109375,0.24310302734375,2024,0.0354874486547107
INOM,KLAR,"24","0",0.24000000,0.00000000,10000.00000000000,400.00000000000,25,0.0294644358218648,0.00117857743287459,0.001160011976026,0.000567423528443479,9.00433515198529e-05,0.00263544940389693,0.00254540605237707,9.00433515198529e-05,9.00433515198529e-05,25,3.21969460631247e-07,2500,602.17822265625,0.2408712890625,0.2213134765625,0.122538245435224,0.01690673828125,0.86187744140625,0.844970703125,0.01690673828125,0.23193359375,1908,0.0150156215943432
INOM,KLAR,"2","0",0.02000000,0.00000000,10000.00000000000,400.00000000000,25,0.0250700136921296,0.00100280054768518,0.00109545316081494,0.000612306227206122,-0.000445695652160794,0.00182331772521138,0.00226901337737218,-0.000445695652160794,-0.000445695652160794,25,3.74918915875396e-07,2500,301.782470703125,0.12071298828125,0.10919189453125,0.0704896017202319,0.00628662109375,0.5074462890625,0.50115966796875,0.00628662109375,0.19476318359375,1597,0.00496878395067691
INOM,KLAR,"12","0",0.12000000,0.00000000,10000.00000000000,400.00000000000,25,-0.00110055062305037,-4.40220249220147e-05,-7.77850800659508e-05,0.000395540016484511,-0.000783118593972176,0.000891102361492813,0.00167422095546499,-0.000783118593972176,-0.000783118593972176,25,1.56451904640567e-07,2500,232.938049316406,0.0931752197265625,0.079010009765625,0.0589208418617271,0.00579833984375,0.59112548828125,0.5853271484375,0.00579833984375,0.03961181640625,1489,0.00347166560569465
INOM,KLAR,"10","0",0.10000000,0.00000000,10000.00000000000,400.00000000000,25,-0.0145123723523284,-0.000580494894093135,-0.000652190472465008,0.000484569442499554,-0.00133435428142548,0.000351741909980774,0.00168609619140625,-0.00133435428142548,-0.00133435428142548,25,2.34807544604328e-07,2500,241.509582519531,0.0966038330078125,0.075531005859375,0.0910063707421062,0.00250244140625,0.573486328125,0.57098388671875,0.00250244140625,0.01373291015625,1460,0.00828215951564968
INOM,KLAR,"6","1",0.06000000,0.01000000,10000.00000000000,400.00000000000,25,0.00674726426586858,0.000269890570634743,0.00034701157710515,0.000567918920831025,-0.00118393520824611,0.00137738895136863,0.00256132415961474,-0.00118393520824611,-0.00118393520824611,25,3.22531900637876e-07,2500,629.982421875,0.25199296875,0.20611572265625,0.190121972735818,0.01507568359375,1.13134765625,1.11627197265625,0.01507568359375,0.1043701171875,1967,0.0361463645169592
INOM,KLAR,"5","1",0.05000000,0.01000000,10000.00000000000,400.00000000000,25,0.0130084508464279,0.000520338033857115,0.000521448499057442,0.000561937875753876,-0.00092312617925927,0.001418377738446,0.00234150391770527,-0.00092312617925927,-0.00092312617925927,25,3.15774176206778e-07,2500,458.511047363281,0.183404418945313,0.15069580078125,0.123462409554186,0.014404296875,0.76837158203125,0.75396728515625,0.014404296875,0.07623291015625,1809,0.0152429665729254
INOM,KLAR,"0","1",0.00000000,0.01000000,10000.00000000000,400.00000000000,25,-0.0126343397314486,-0.000505373589257943,-0.000503919611219317,0.000725236857269404,-0.00196856935508549,0.00075907219434157,0.00272764154942706,-0.00196856935508549,-0.00196856935508549,25,5.25968499142002e-07,2500,348.865844726563,0.139546337890625,0.106475830078125,0.110382481025221,0.00714111328125,0.64910888671875,0.6419677734375,0.00714111328125,0.09326171875,1747,0.0121842921172834
INOM,KLAR,"0","24",0.00000000,0.24000000,10000.00000000000,400.00000000000,25,-0.023329956944508,-0.000933198277780321,-0.00101204379461706,0.000689258961275926,-0.00226311222650111,0.000718549534212798,0.00298166176071391,-0.00226311222650111,-0.00226311222650111,25,4.75077915699169e-07,2500,230.024108886719,0.0920096435546875,0.08013916015625,0.0646411556338991,0.0037841796875,0.4071044921875,0.4033203125,0.0037841796875,0.10186767578125,1537,0.00417847900168597
INOM,KLAR,"25","3",0.25000000,0.03000000,10000.00000000000,400.00000000000,25,-0.0305232552345842,-0.00122093020938337,-0.00127681798767298,0.000451827720138243,-0.00210820161737502,9.83243808150291e-05,0.00220652599819005,-0.00210820161737502,-0.00210820161737502,25,2.04148288685322e-07,2500,396.974853515625,0.15878994140625,0.107452392578125,0.145049696651284,0.0164794921875,0.998779296875,0.9822998046875,0.01922607421875,0.07635498046875,1614,0.0210394144986296
